,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,297.0,391.0,99.0,99.0
neoengine.csv,99.0,391.0,99.0,99.0
omseek.csv,99.0,193.5,99.0,97.5
pcsx2.csv,197.5,193.5,99.0,86.5
