,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.99,0.73,0.55,0.78
neoengine.csv,0.63,0.76,0.85,0.7
omseek.csv,0.13,0.64,0.24,0.06
pcsx2.csv,0.53,0.73,0.77,0.32
