,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.14,0.09,0.19,1.0,0.12,0.0,0.47,0.07,0.07,0.06
arsenal-1.csv,0.76,0.39,0.96,0.09,0.21,0.36,0.2,0.45,0.14,0.11
barracudamvc.csv,0.99,0.96,1.0,0.91,0.93,0.92,0.93,0.72,0.93,0.94
irplus.csv,0.35,0.26,0.3,0.18,0.22,0.96,0.4,0.41,0.4,0.17
lite.csv,0.17,0.17,0.15,0.23,0.2,0.08,0.93,0.17,0.05,0.11
mevenide.csv,0.31,0.48,0.19,0.41,0.37,0.28,0.33,0.97,0.12,0.31
ontopia.csv,0.84,1.0,0.81,0.18,0.97,1.0,0.87,0.72,0.93,1.0
openintents.csv,0.46,0.91,0.78,0.91,0.37,0.6,0.73,0.55,0.67,0.29
ta3d.csv,0.87,0.96,1.0,0.73,0.87,0.8,0.73,0.93,0.71,1.0
tweetsharp.csv,0.72,0.52,0.93,0.91,0.41,0.52,1.0,0.76,0.95,0.66
