,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.34,0.53,0.25,0.34,0.5,0.58,0.51,0.35,0.35,0.25,0.96,0.05,0.1,0.35,0.53,0.23,0.19,0.07,0.44,0.53
alpine.csv,0.16,0.26,0.24,0.0,0.27,0.36,0.19,0.06,0.14,0.91,0.43,0.0,0.16,0.28,0.35,0.3,0.09,0.17,0.41,0.35
autowikibrowser.csv,0.53,0.56,0.26,0.38,0.47,0.61,0.51,0.46,0.59,0.26,0.57,0.09,0.11,0.39,0.5,0.3,0.32,0.18,1.0,0.62
critterding.csv,0.99,0.54,0.15,0.38,0.26,0.83,0.23,0.47,0.58,0.11,0.28,0.07,0.14,0.42,0.53,0.47,0.34,0.06,0.63,0.42
firebird.csv,0.51,0.97,0.16,0.11,0.21,0.79,0.54,0.43,0.55,0.15,0.46,0.15,0.13,0.5,0.53,0.28,0.44,0.22,0.46,0.55
fmri-dmt.csv,0.21,0.21,0.18,0.0,0.0,0.6,0.17,0.19,0.0,0.0,0.09,0.21,0.19,0.04,0.2,0.55,0.2,1.0,0.33,0.39
genecys.csv,0.6,0.66,0.19,0.36,0.28,0.99,0.52,0.66,0.63,0.15,0.44,0.12,0.13,0.38,0.49,0.33,0.52,0.16,0.64,0.6
hydrogen.csv,0.45,0.48,0.3,0.3,0.97,0.54,0.42,0.19,0.33,0.14,0.65,0.04,0.1,0.44,0.51,0.35,0.29,0.07,0.33,0.5
jcae.csv,0.0,0.02,1.0,0.12,0.46,0.09,0.35,0.1,0.05,0.0,0.5,0.0,0.0,0.0,0.22,0.17,0.03,0.18,0.17,0.04
kftpgrabber.csv,0.43,0.41,0.07,0.1,0.34,0.51,0.43,0.31,0.34,0.15,0.36,0.18,0.15,0.45,1.0,0.31,0.22,0.08,0.52,0.49
libarchive.csv,0.44,0.58,0.21,0.39,0.52,0.72,0.48,0.58,0.41,0.14,0.53,0.14,0.19,0.42,0.54,0.36,0.45,0.15,0.55,0.99
mimosa.csv,0.56,0.49,0.16,0.16,0.26,0.8,0.37,0.57,0.99,0.13,0.23,0.17,0.22,0.28,0.52,0.38,0.47,0.15,0.61,0.6
monetdb.csv,0.56,0.53,0.22,0.34,0.3,0.68,0.97,0.6,0.19,0.15,0.54,0.13,0.21,0.44,0.62,0.39,0.38,0.16,0.58,0.6
nosleepsoftware.csv,0.31,0.26,0.0,0.93,0.0,0.06,0.19,0.0,0.0,0.14,0.0,0.0,0.07,0.0,0.0,0.0,0.18,0.0,0.08,0.21
openmsx.csv,0.38,0.61,0.13,0.21,0.09,0.57,0.17,0.54,0.39,0.09,0.42,0.12,0.14,0.16,0.12,0.21,0.97,0.07,0.39,0.44
quarkplayer.csv,0.38,0.49,0.18,0.57,0.11,0.27,0.23,0.16,0.56,0.11,0.48,0.95,0.12,0.17,0.08,0.0,0.45,0.13,0.33,0.38
riff-evolve.csv,0.54,0.67,0.23,0.58,0.39,0.86,0.57,0.95,0.54,0.2,0.43,0.14,0.17,0.42,0.61,0.38,0.42,0.17,0.61,0.63
virtuoso.csv,0.48,0.68,0.2,0.41,0.29,0.52,0.48,0.66,0.63,0.15,0.46,0.11,0.17,0.96,0.47,0.45,0.56,0.17,0.61,0.59
xined.csv,0.36,0.36,0.13,0.11,0.43,0.51,0.41,0.35,0.24,0.15,0.56,0.05,0.11,0.29,0.48,0.95,0.12,0.14,0.28,0.55
zoolib.csv,0.29,0.15,0.25,0.09,0.24,0.52,0.14,0.24,0.34,0.0,0.21,0.18,0.83,0.14,0.32,0.36,0.11,0.18,0.29,0.23
