,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.62,0.72,0.15,0.38,0.45,0.93,0.48,0.7,0.64,0.2,1.0,0.04,0.08,0.38,0.68,0.19,0.42,0.04,0.62,0.83
alpine.csv,1.0,0.84,0.25,0.0,0.5,0.93,0.71,0.75,0.75,1.0,0.76,0.0,0.16,0.5,0.7,0.3,0.6,0.17,0.8,0.85
autowikibrowser.csv,0.5,0.56,0.15,0.38,0.35,0.88,0.49,0.55,0.52,0.16,0.45,0.05,0.07,0.27,0.47,0.22,0.39,0.1,1.0,0.68
critterding.csv,1.0,0.55,0.09,0.26,0.17,0.91,0.28,0.54,0.65,0.06,0.22,0.04,0.09,0.31,0.45,0.33,0.44,0.04,0.57,0.65
firebird.csv,0.52,0.97,0.1,0.1,0.13,0.87,0.49,0.57,0.64,0.09,0.36,0.09,0.08,0.38,0.43,0.18,0.44,0.13,0.5,0.44
fmri-dmt.csv,0.8,0.55,0.5,0.0,0.0,0.9,0.45,0.77,0.0,0.0,0.18,0.17,0.24,0.25,0.36,0.5,0.47,1.0,0.62,0.61
genecys.csv,0.44,0.59,0.1,0.24,0.16,1.0,0.37,0.5,0.47,0.08,0.28,0.07,0.07,0.23,0.33,0.2,0.39,0.09,0.48,0.43
hydrogen.csv,0.5,0.65,0.21,0.75,0.94,0.83,0.62,0.62,0.56,0.12,0.66,0.02,0.07,0.35,0.52,0.43,0.38,0.05,0.41,0.89
jcae.csv,0.0,1.0,1.0,1.0,0.6,1.0,0.57,0.71,0.5,0.0,0.63,0.0,0.0,0.0,0.57,0.5,1.0,0.2,1.0,1.0
kftpgrabber.csv,0.65,0.71,0.05,0.2,0.32,0.92,0.59,0.69,0.48,0.14,0.48,0.11,0.14,0.34,1.0,0.23,0.5,0.06,0.77,0.66
libarchive.csv,0.44,0.64,0.12,0.35,0.4,0.88,0.5,0.64,0.47,0.09,0.44,0.08,0.11,0.3,0.48,0.26,0.39,0.09,0.59,1.0
mimosa.csv,0.48,0.57,0.1,0.14,0.16,0.88,0.37,0.58,0.97,0.07,0.18,0.09,0.13,0.2,0.38,0.24,0.45,0.09,0.49,0.48
monetdb.csv,0.46,0.64,0.14,0.32,0.21,0.94,1.0,0.54,0.2,0.09,0.44,0.08,0.14,0.32,0.51,0.27,0.34,0.11,0.58,0.62
nosleepsoftware.csv,0.47,0.55,0.0,1.0,0.0,0.5,0.25,0.0,0.0,0.09,0.0,0.0,0.05,0.0,0.0,0.0,0.35,0.0,0.5,0.41
openmsx.csv,0.53,0.5,0.07,0.25,0.06,0.84,0.16,0.5,0.46,0.06,0.32,0.06,0.08,0.18,0.11,0.14,1.0,0.04,0.4,0.34
quarkplayer.csv,0.37,0.47,0.12,0.42,0.1,0.61,0.2,0.25,0.94,0.06,0.38,1.0,0.07,0.18,0.1,0.0,0.37,0.08,0.33,0.38
riff-evolve.csv,0.5,0.7,0.13,0.6,0.29,0.91,0.44,0.99,0.51,0.11,0.3,0.08,0.11,0.29,0.52,0.26,0.48,0.1,0.63,0.53
virtuoso.csv,0.52,0.53,0.11,0.25,0.17,0.96,0.32,0.49,0.47,0.08,0.3,0.06,0.09,0.98,0.32,0.33,0.4,0.09,0.45,0.42
xined.csv,0.45,0.64,0.17,0.33,0.31,0.88,0.81,0.61,0.5,0.14,0.59,0.04,0.09,0.45,0.6,1.0,0.33,0.12,0.57,0.51
zoolib.csv,0.86,0.74,0.29,0.17,0.33,0.88,0.4,0.68,0.89,0.0,0.37,0.18,1.0,0.24,0.75,0.28,0.67,0.2,0.67,0.64
