,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,4.0,1.0,25.0,0.0,6.0,0.0,5.0,0.0,1.0,7.0,0.0,7.0,27.0,0.0,0.0,2.0,0.0,13.0,2.0,1.0
alpine.csv,0.0,0.0,2.0,62.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,168.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0
autowikibrowser.csv,0.0,0.0,21.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,6.0,10.0,8.0,1.0,10.0,3.0,2.0,10.0,0.0,0.0
critterding.csv,0.0,0.0,26.0,1.0,14.0,0.0,0.0,0.0,0.0,10.0,27.0,38.0,13.0,8.0,12.0,0.0,1.0,22.0,3.0,4.0
firebird.csv,0.0,0.0,17.0,11.0,4.0,2.0,2.0,1.0,0.0,6.0,0.0,6.0,17.0,13.0,12.0,0.0,1.0,8.0,8.0,3.0
fmri-dmt.csv,0.0,1.0,1.0,62.0,115.0,0.0,2.0,1.0,79.0,152.0,23.0,0.0,3.0,2.0,0.0,4.0,1.0,0.0,4.0,1.0
genecys.csv,2.0,3.0,47.0,2.0,4.0,0.0,4.0,0.0,1.0,7.0,3.0,11.0,9.0,33.0,24.0,0.0,7.0,6.0,9.0,4.0
hydrogen.csv,3.0,0.0,7.0,1.0,0.0,2.0,1.0,1.0,2.0,15.0,0.0,9.0,0.0,2.0,8.0,0.0,6.0,4.0,11.0,1.0
jcae.csv,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,152.0,4.0,168.0,360.0,181.0,0.0,1.0,0.0,3.0,0.0,0.0
kftpgrabber.csv,1.0,0.0,14.0,4.0,9.0,0.0,0.0,0.0,1.0,12.0,18.0,7.0,8.0,1.0,0.0,1.0,1.0,10.0,1.0,3.0
libarchive.csv,6.0,2.0,29.0,9.0,6.0,0.0,0.0,0.0,0.0,4.0,11.0,3.0,3.0,0.0,5.0,4.0,1.0,7.0,6.0,0.0
mimosa.csv,0.0,0.0,34.0,13.0,3.0,1.0,1.0,1.0,0.0,10.0,50.0,9.0,1.0,16.0,9.0,0.0,0.0,3.0,7.0,1.0
monetdb.csv,1.0,0.0,14.0,0.0,21.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,9.0,4.0,6.0,0.0,0.0,10.0,6.0,4.0
nosleepsoftware.csv,0.0,3.0,87.0,0.0,115.0,0.0,2.0,183.0,79.0,11.0,367.0,168.0,11.0,181.0,91.0,52.0,0.0,67.0,1.0,5.0
openmsx.csv,1.0,0.0,42.0,1.0,5.0,3.0,19.0,0.0,1.0,26.0,4.0,11.0,2.0,25.0,23.0,0.0,0.0,17.0,14.0,4.0
quarkplayer.csv,2.0,5.0,19.0,1.0,16.0,0.0,2.0,13.0,0.0,28.0,36.0,0.0,12.0,10.0,14.0,52.0,2.0,5.0,17.0,9.0
riff-evolve.csv,4.0,0.0,28.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,8.0,0.0,3.0
virtuoso.csv,2.0,0.0,48.0,1.0,3.0,0.0,3.0,0.0,1.0,11.0,3.0,11.0,15.0,0.0,24.0,4.0,2.0,6.0,14.0,8.0
xined.csv,1.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,4.0,12.0,0.0,13.0,5.0,7.0,5.0,0.0,3.0,7.0,5.0,3.0
zoolib.csv,0.0,0.0,5.0,5.0,6.0,0.0,1.0,1.0,0.0,152.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,2.0,3.0,1.0
