,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.28,0.47,0.69,0.35,0.6,0.46,0.56,0.27,0.28,0.38,0.93,0.11,0.16,0.38,0.48,0.34,0.15,0.2,0.39,0.44
alpine.csv,0.11,0.19,0.26,0.0,0.23,0.27,0.13,0.04,0.1,0.86,0.35,0.0,0.19,0.23,0.27,0.34,0.06,0.2,0.31,0.26
autowikibrowser.csv,0.56,0.56,0.73,0.42,0.71,0.49,0.56,0.44,0.61,0.73,0.75,0.31,0.3,0.62,0.56,0.51,0.32,0.61,1.0,0.61
critterding.csv,0.98,0.52,0.45,0.57,0.59,0.67,0.22,0.45,0.56,0.46,0.39,0.3,0.47,0.62,0.63,0.76,0.32,0.2,0.67,0.36
firebird.csv,0.52,0.98,0.46,0.14,0.5,0.5,0.62,0.38,0.51,0.45,0.63,0.56,0.33,0.72,0.66,0.53,0.47,0.64,0.46,0.58
fmri-dmt.csv,0.15,0.16,0.13,0.0,0.0,0.48,0.13,0.13,0.0,0.0,0.07,0.31,0.19,0.02,0.16,0.64,0.15,1.0,0.27,0.33
genecys.csv,0.09,0.66,0.05,0.45,0.52,0.98,0.61,0.05,0.0,0.21,0.05,0.0,0.45,0.0,0.0,0.21,0.41,0.09,0.42,0.24
hydrogen.csv,0.44,0.42,0.59,0.23,1.0,0.41,0.37,0.13,0.28,0.2,0.67,0.11,0.19,0.59,0.54,0.35,0.27,0.2,0.31,0.4
jcae.csv,0.0,0.01,1.0,0.07,0.43,0.06,0.3,0.06,0.04,0.0,0.47,0.0,0.0,0.0,0.16,0.12,0.02,0.2,0.11,0.02
kftpgrabber.csv,0.37,0.32,0.13,0.07,0.43,0.39,0.39,0.24,0.3,0.2,0.33,0.49,0.19,0.66,1.0,0.52,0.17,0.2,0.44,0.44
libarchive.csv,0.46,0.55,0.61,0.48,0.76,0.57,0.51,0.56,0.4,0.45,0.66,0.48,0.56,0.67,0.64,0.6,0.5,0.5,0.55,0.98
mimosa.csv,0.59,0.46,0.52,0.22,0.61,0.59,0.42,0.57,1.0,0.51,0.33,0.7,0.64,0.44,0.64,0.64,0.52,0.54,0.62,0.65
monetdb.csv,0.57,0.49,0.57,0.42,0.53,0.57,0.95,0.61,0.2,0.37,0.69,0.48,0.55,0.67,0.76,0.67,0.43,0.37,0.6,0.6
nosleepsoftware.csv,0.28,0.2,0.0,0.9,0.0,0.04,0.18,0.0,0.0,0.37,0.0,0.0,0.22,0.0,0.0,0.0,0.14,0.0,0.06,0.17
openmsx.csv,0.33,0.39,0.42,0.22,0.26,0.44,0.2,0.55,0.38,0.29,0.58,0.17,0.42,0.17,0.15,0.4,0.95,0.2,0.41,0.34
quarkplayer.csv,0.39,0.48,0.37,0.8,0.14,0.19,0.31,0.14,0.44,0.46,0.63,0.93,0.47,0.2,0.09,0.0,0.49,0.36,0.35,0.41
riff-evolve.csv,0.57,0.65,0.62,0.6,0.64,0.7,0.73,0.93,0.56,0.64,0.58,0.55,0.43,0.67,0.72,0.66,0.41,0.6,0.61,0.71
virtuoso.csv,0.47,0.17,0.24,0.0,0.6,0.4,0.09,0.05,0.0,0.05,0.21,0.05,0.27,0.96,0.13,0.69,0.05,0.13,0.27,0.24
xined.csv,0.33,0.29,0.13,0.07,0.7,0.39,0.33,0.28,0.19,0.2,0.58,0.11,0.16,0.25,0.45,0.92,0.1,0.2,0.21,0.59
zoolib.csv,0.22,0.1,0.26,0.07,0.23,0.41,0.11,0.17,0.25,0.0,0.18,0.21,0.75,0.12,0.24,0.53,0.07,0.2,0.21,0.17
