,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.49,0.51,0.35,0.97,0.51,0.51,0.28,0.54,0.59,0.5,0.46,0.66,0.41,0.71
boost-sandbox.csv,0.66,0.0,0.05,0.0,0.01,0.96,0.53,0.38,0.57,0.51,0.51,0.58,0.67,0.51
customwars.csv,0.35,0.23,0.31,0.55,0.42,0.28,0.2,1.0,0.33,0.22,0.32,0.63,0.7,0.37
dvd-create.csv,0.59,0.71,0.49,0.52,0.96,0.5,0.63,0.51,0.57,0.66,0.58,0.65,0.42,0.57
frogatto.csv,0.49,0.72,0.66,0.43,0.67,0.54,0.45,0.54,0.59,0.99,0.62,0.52,0.84,0.57
glelite.csv,0.0,0.33,0.3,0.24,0.0,0.0,0.0,0.0,0.13,0.39,0.21,0.0,0.05,1.0
go.csv,0.66,0.98,0.33,0.54,0.54,0.52,0.38,0.53,0.52,0.61,0.63,0.26,0.45,0.57
irplus.csv,0.41,0.21,0.25,0.53,0.18,0.45,0.47,0.6,0.6,0.5,0.96,0.69,0.33,0.13
lsb.csv,0.3,0.72,0.77,0.55,0.59,0.55,0.0,0.27,0.54,0.73,0.44,0.81,0.57,0.56
moving-pictures.csv,0.68,0.52,0.61,0.55,0.51,0.63,0.0,0.46,0.97,0.56,0.5,0.53,0.82,0.61
mpgravity.csv,0.58,0.55,0.53,0.56,0.59,0.65,0.93,0.59,0.59,0.58,0.67,0.74,0.8,0.48
plearn.csv,0.86,0.28,0.61,0.5,0.34,0.58,0.37,0.39,0.4,0.48,0.43,0.78,0.53,0.64
rebecca-aiml.csv,0.23,0.27,0.44,0.55,0.42,0.47,0.2,0.33,0.32,0.07,0.36,0.97,0.79,0.25
wxcode.csv,0.34,0.19,0.0,0.32,0.09,0.04,0.28,0.21,0.09,0.07,0.15,0.05,1.0,0.24
