,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.57,0.51,0.32,0.06,0.67,0.46,0.46,0.61,0.55,0.67,0.68,0.44,0.66,0.33
boost-sandbox.csv,0.4,0.02,0.0,0.02,0.0,0.0,0.34,0.37,0.45,0.18,0.3,0.3,0.46,0.0
customwars.csv,0.38,0.27,0.22,0.58,0.56,0.33,0.02,0.0,0.23,0.27,0.34,0.5,0.32,0.33
dvd-create.csv,0.67,0.62,0.8,0.75,0.06,0.77,0.61,0.78,0.74,0.67,0.68,0.48,0.79,0.67
frogatto.csv,0.83,0.44,0.23,0.85,0.39,0.62,0.37,0.42,0.71,0.03,0.61,0.64,0.49,0.67
glelite.csv,1.0,0.91,0.92,0.94,1.0,1.0,1.0,1.0,0.97,0.88,0.95,1.0,0.99,0.0
go.csv,0.62,0.0,0.31,0.54,0.22,0.62,0.1,0.78,0.39,0.24,0.39,0.64,0.46,0.0
irplus.csv,0.18,0.22,0.3,0.31,0.28,0.41,0.1,0.53,0.45,0.48,0.02,0.09,0.17,0.0
lsb.csv,0.92,0.51,0.01,0.77,0.39,0.56,0.0,0.93,0.74,0.55,0.82,0.33,0.68,0.67
moving-pictures.csv,0.59,0.29,0.71,0.65,0.17,0.69,1.0,0.83,0.0,0.76,0.64,0.73,0.53,0.67
mpgravity.csv,0.59,0.38,0.73,0.71,0.56,0.67,0.0,0.65,0.48,0.42,0.55,0.58,0.37,0.0
plearn.csv,0.01,0.53,0.42,0.73,0.5,0.69,0.85,0.35,0.84,0.7,0.59,0.27,0.79,0.33
rebecca-aiml.csv,0.07,0.62,0.45,0.73,0.44,0.41,0.24,0.12,0.45,0.03,0.18,0.01,0.41,0.0
wxcode.csv,0.09,0.0,0.0,0.21,0.0,0.0,0.39,0.06,0.0,0.0,0.07,0.05,0.0,0.0
