,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.65,0.59,0.9,0.48,0.54,0.67,0.68,0.49,0.46,0.51,0.49,0.6,0.51,0.54
boost-sandbox.csv,0.47,0.0,0.5,0.0,0.0,0.47,0.65,0.54,0.4,0.48,0.56,0.64,0.5,0.54
customwars.csv,0.76,0.93,0.83,0.38,0.55,0.79,0.67,0.94,0.87,0.81,0.68,0.7,0.69,0.84
dvd-create.csv,0.43,0.4,0.62,0.39,0.4,0.42,0.41,0.36,0.33,0.41,0.38,0.51,0.41,0.47
frogatto.csv,0.42,0.38,0.57,0.34,0.34,0.38,0.7,0.43,0.32,0.49,0.4,0.54,0.48,0.46
glelite.csv,0.39,0.39,0.59,0.36,0.39,0.38,0.38,0.33,0.29,0.41,0.34,0.4,0.4,0.49
go.csv,0.49,0.45,0.96,0.44,0.56,0.51,0.88,0.42,0.5,0.48,0.52,0.64,0.58,0.56
irplus.csv,0.56,0.92,0.98,0.5,0.94,0.63,0.89,0.44,0.45,0.53,0.6,0.7,0.73,0.82
lsb.csv,0.39,0.38,0.56,0.34,0.4,0.41,0.0,0.32,0.3,0.41,0.38,0.56,0.39,0.62
moving-pictures.csv,0.43,0.52,0.69,0.39,0.54,0.45,0.38,0.39,0.48,0.47,0.52,0.56,0.53,0.58
mpgravity.csv,0.48,0.52,0.6,0.36,0.43,0.41,0.82,0.39,0.47,0.49,0.4,0.56,0.56,0.56
plearn.csv,0.75,0.84,0.76,0.42,0.78,0.5,0.45,0.59,0.39,0.6,0.57,0.66,0.48,0.64
rebecca-aiml.csv,0.95,0.73,0.75,0.39,0.65,0.63,0.92,0.94,0.64,0.67,0.88,0.68,0.62,0.87
wxcode.csv,0.73,0.92,0.0,0.56,0.8,0.67,0.68,0.89,0.5,0.5,0.83,0.89,0.86,0.77
