,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,2.0,2.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,45.0,0.0
boost-sandbox.csv,1.0,123.0,0.0,101.0,0.0,0.0,2.0,10.0,3.0,0.0,0.0,1.0,28.0,0.0
customwars.csv,2.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0
dvd-create.csv,13.0,1.0,0.0,2.0,0.0,2.0,2.0,14.0,0.0,0.0,2.0,7.0,53.0,0.0
frogatto.csv,4.0,0.0,11.0,2.0,0.0,0.0,3.0,12.0,4.0,0.0,2.0,0.0,1.0,0.0
glelite.csv,5.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0
go.csv,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,2.0,46.0,35.0,0.0
irplus.csv,6.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,8.0,0.0
lsb.csv,4.0,0.0,0.0,2.0,1.0,1.0,52.0,1.0,2.0,1.0,0.0,3.0,44.0,0.0
moving-pictures.csv,4.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0
mpgravity.csv,2.0,2.0,1.0,1.0,0.0,1.0,0.0,17.0,0.0,4.0,1.0,3.0,0.0,0.0
plearn.csv,0.0,3.0,1.0,2.0,0.0,2.0,2.0,12.0,0.0,2.0,0.0,3.0,3.0,0.0
rebecca-aiml.csv,3.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
wxcode.csv,2.0,0.0,181.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0
