,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.27,0.64,0.24,0.95,0.79,0.75,0.14,0.15,0.51,0.49,0.3,0.39,0.06,0.99
boost-sandbox.csv,0.41,0.0,1.0,0.0,1.0,1.0,0.3,0.15,0.53,0.74,0.48,0.43,0.12,1.0
customwars.csv,0.25,0.57,0.29,0.53,0.75,0.67,0.67,1.0,0.53,0.44,0.32,0.35,0.17,0.98
dvd-create.csv,0.3,0.72,0.24,0.52,0.99,0.72,0.26,0.15,0.5,0.59,0.38,0.37,0.06,0.98
frogatto.csv,0.31,0.76,0.48,0.52,0.88,0.73,0.25,0.18,0.5,0.97,0.4,0.27,0.16,0.98
glelite.csv,0.28,0.65,0.26,0.53,0.8,0.73,0.23,0.15,0.48,0.52,0.37,0.29,0.09,1.0
go.csv,0.34,1.0,0.24,0.54,0.9,0.72,0.5,0.16,0.54,0.72,0.48,0.13,0.08,1.0
irplus.csv,0.44,0.58,0.2,0.64,0.69,0.74,0.56,0.18,0.55,0.53,0.96,0.74,0.13,1.0
lsb.csv,0.29,0.74,0.97,0.55,0.86,0.74,0.0,0.16,0.48,0.63,0.32,0.51,0.09,0.98
moving-pictures.csv,0.36,0.75,0.28,0.53,0.92,0.77,0.23,0.15,1.0,0.55,0.33,0.28,0.15,0.98
mpgravity.csv,0.31,0.72,0.24,0.53,0.83,0.78,1.0,0.16,0.53,0.6,0.44,0.39,0.18,1.0
plearn.csv,0.96,0.45,0.33,0.49,0.72,0.75,0.17,0.15,0.41,0.47,0.3,0.54,0.09,0.99
rebecca-aiml.csv,0.52,0.42,0.23,0.53,0.78,0.75,0.17,0.31,0.36,0.67,0.5,0.98,0.16,1.0
wxcode.csv,0.57,1.0,0.0,0.6,1.0,1.0,0.16,0.33,1.0,1.0,0.5,0.22,1.0,1.0
