,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.75,0.7,0.76,0.07,0.78,0.68,0.88,0.74,0.65,0.79,0.83,0.54,0.87,0.44
boost-sandbox.csv,0.51,1.0,0.96,1.0,0.99,0.05,0.61,0.74,0.62,0.56,0.6,0.53,0.54,0.55
customwars.csv,0.78,0.84,0.77,0.71,0.81,0.83,0.83,0.0,0.75,0.85,0.8,0.6,0.43,0.75
dvd-create.csv,0.72,0.63,0.83,0.8,0.07,0.82,0.66,0.81,0.76,0.68,0.74,0.58,0.9,0.73
frogatto.csv,0.83,0.49,0.43,0.87,0.5,0.73,0.69,0.63,0.74,0.03,0.67,0.76,0.49,0.73
glelite.csv,1.0,0.91,0.92,0.94,1.0,1.0,1.0,1.0,0.97,0.89,0.95,1.0,0.99,0.0
go.csv,0.66,0.03,0.77,0.69,0.55,0.75,0.67,0.8,0.63,0.48,0.53,1.0,0.73,0.49
irplus.csv,0.67,0.85,0.83,0.59,0.9,0.71,0.59,0.63,0.6,0.7,0.05,0.36,0.73,0.89
lsb.csv,0.92,0.55,0.27,0.79,0.57,0.7,1.0,0.93,0.78,0.56,0.88,0.36,0.74,0.75
moving-pictures.csv,0.62,0.58,0.72,0.74,0.57,0.71,1.0,0.85,0.04,0.78,0.77,0.79,0.53,0.7
mpgravity.csv,0.69,0.59,0.79,0.76,0.66,0.68,0.08,0.72,0.62,0.59,0.6,0.59,0.4,0.58
plearn.csv,0.17,0.92,0.56,0.82,0.85,0.74,0.95,0.73,0.91,0.83,0.81,0.34,0.8,0.5
rebecca-aiml.csv,0.82,0.97,0.73,0.77,0.75,0.69,0.87,0.72,0.85,0.94,0.7,0.04,0.43,0.79
wxcode.csv,0.72,0.84,1.0,0.75,0.93,0.97,0.85,0.83,0.93,0.94,0.88,0.96,0.0,0.8
