,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.12,0.41,0.24,0.86,0.36,0.27,0.68,0.09,0.8,0.15,0.9,0.44,0.47,0.67
elateportal.csv,0.09,0.37,0.29,0.71,0.38,0.5,0.55,0.13,0.82,0.13,0.69,0.44,0.35,1.0
gdis.csv,0.48,0.31,0.25,0.74,0.38,0.29,0.69,0.16,0.85,0.17,0.96,0.39,0.5,0.8
gzigzag.csv,0.67,0.53,0.33,0.89,0.39,0.42,0.44,0.16,0.9,0.16,1.0,0.62,0.56,0.96
icescrum.csv,0.58,0.47,0.3,0.91,0.37,0.45,0.49,0.05,0.97,0.19,0.94,0.5,0.65,0.67
jguard.csv,0.12,0.27,0.23,0.78,0.56,0.25,0.55,0.15,0.91,0.11,0.91,0.45,0.34,0.91
jitterbit.csv,0.14,0.54,0.35,0.84,0.39,0.43,0.58,0.4,0.88,0.18,0.92,0.2,0.36,0.85
jython.csv,0.46,0.3,0.24,0.76,0.43,0.26,0.86,0.1,0.8,0.16,1.0,0.4,0.57,0.67
personalaccess.csv,0.45,0.3,0.31,1.0,0.35,0.42,0.49,0.0,0.91,1.0,0.89,0.4,0.5,1.0
ppcboot.csv,0.39,0.28,0.24,0.55,0.36,0.26,0.71,0.12,0.89,0.15,0.81,0.42,0.41,0.87
repositorium.csv,0.23,0.37,0.27,0.0,0.26,0.25,0.64,0.3,1.0,0.0,0.86,0.42,0.23,1.0
unbvision.csv,0.12,0.41,0.38,0.9,0.42,0.49,0.48,0.13,0.88,0.2,0.85,0.34,0.47,0.88
wxstudio.csv,0.04,0.14,0.24,0.32,0.34,0.09,0.42,0.15,0.83,0.0,0.76,0.71,0.33,0.89
xbg.csv,0.36,0.22,0.24,0.6,0.46,0.29,0.6,0.33,1.0,0.32,0.71,0.26,0.6,1.0
