,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.91,0.71,0.62,0.8,0.47,0.8,0.5,0.55,0.83,0.75,0.77,0.76,0.79,0.05
elateportal.csv,0.09,0.71,0.55,0.83,0.8,0.17,0.57,0.73,0.33,0.88,0.19,0.81,0.79,0.98
gdis.csv,0.55,0.73,0.83,0.67,0.5,0.73,0.46,0.55,0.5,0.62,0.82,0.57,0.74,0.09
gzigzag.csv,0.09,0.49,0.52,0.27,0.7,0.47,0.21,0.45,0.43,0.62,0.28,0.35,0.74,0.5
icescrum.csv,0.64,0.67,0.52,0.33,0.63,0.47,0.16,0.09,0.25,0.62,0.53,0.22,0.68,0.05
jguard.csv,0.86,0.66,0.52,0.47,0.73,0.63,0.77,0.36,0.67,0.25,0.7,0.68,0.63,0.95
jitterbit.csv,0.91,0.68,0.66,0.7,0.5,0.7,0.79,0.18,0.82,0.75,0.65,0.16,0.79,0.25
jython.csv,0.82,0.85,0.41,0.87,0.3,0.7,0.26,0.36,0.29,0.62,0.11,0.68,0.21,0.05
personalaccess.csv,0.68,0.21,0.59,0.03,0.47,0.27,0.56,0.0,0.82,0.12,0.28,0.11,0.58,0.07
ppcboot.csv,0.95,0.97,0.76,1.0,0.93,1.0,0.59,1.0,0.83,1.0,0.91,0.97,0.74,0.89
repositorium.csv,0.14,0.17,0.1,0.0,0.37,0.17,0.07,0.73,0.02,0.0,0.32,0.38,0.16,0.05
unbvision.csv,0.91,0.66,0.38,0.3,0.47,0.8,0.61,0.55,0.52,0.38,0.89,0.27,0.79,0.16
wxstudio.csv,0.23,0.25,0.31,0.33,0.53,0.17,0.53,0.73,0.45,0.0,0.54,0.73,0.21,0.95
xbg.csv,0.41,0.2,0.17,0.1,0.2,0.33,0.68,0.09,0.07,0.88,0.18,0.16,0.16,0.05
