,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,0.0,0.88,0.5,0.0,0.0,0.75,0.0,0.0,0.92,0.5
fityk.csv,0.73,0.92,0.51,0.56,0.7,0.93,0.74,0.44,0.69,0.78
freenet.csv,0.45,0.56,0.42,0.46,0.51,0.43,0.62,0.41,0.56,0.51
geogebra.csv,0.91,0.91,0.5,0.88,0.6,0.44,0.76,0.93,0.71,0.76
hibernate.csv,0.62,0.6,0.53,0.94,0.77,0.78,0.75,0.82,0.75,0.61
itext.csv,0.86,0.81,0.72,0.95,0.44,0.59,0.61,0.89,0.91,0.68
k3b.csv,0.36,0.45,0.36,0.45,0.4,0.51,0.46,0.36,0.46,0.41
lamp.csv,0.93,0.86,0.96,0.86,0.67,0.75,0.94,0.67,0.97,0.96
megameknet.csv,0.88,0.56,0.49,0.58,0.47,0.47,0.73,0.48,0.62,0.57
thout.csv,0.98,0.76,0.81,0.89,0.63,0.93,0.85,0.92,0.97,0.92
