,f1,g,recall,precision,pf,wins
all-plasm.csv,0.44499999999999995,0.52,0.52,0.505,0.275,6
archive-crawler.csv,0.55,0.585,0.56,0.485,0.275,11
blue-c.csv,0.5900000000000001,0.585,0.86,0.445,0.675,8
dynalloy.csv,0.51,0.46499999999999997,0.6799999999999999,0.395,0.595,2
jcae.csv,0.46,0.4,0.35,0.5249999999999999,0.16,4
kmatplot.csv,0.4,0.365,0.59,0.41500000000000004,0.38,1
mscore.csv,0.565,0.61,0.865,0.395,0.71,7
nosleepsoftware.csv,0.08,0.055,0.045,0.365,0.055,0
openmalaria.csv,0.495,0.615,0.72,0.37,0.5700000000000001,5
popeye-chess.csv,0.545,0.63,0.645,0.45,0.39,10
riff-evolve.csv,0.505,0.53,0.505,0.56,0.29000000000000004,9
virtuoso.csv,0.55,0.455,0.88,0.45999999999999996,0.8049999999999999,3
