,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,5.0,2.0,0.0,5.0,1.0,7.0,62.0,2.0,2.0,0.0
flylegacy.csv,8.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0
ftm.csv,0.0,0.0,0.0,12.0,1.0,2.0,2.0,2.0,0.0,0.0
jcache.csv,5.0,3.0,0.0,6.0,1.0,6.0,1.0,10.0,2.0,2.0
lphant.csv,2.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0
minig.csv,2.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
mob-sen-plat.csv,0.0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,1.0,7.0
raygina.csv,0.0,52.0,1.0,5.0,2.0,3.0,0.0,10.0,0.0,0.0
upp-mirror.csv,9.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0
yarp.csv,1.0,0.0,1.0,0.0,104.0,6.0,0.0,5.0,1.0,2.0
