,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.35,0.01,0.09,0.08,0.44,0.83,0.04,0.02,0.03,0.19,0.34,0.0,0.27
emulemorph.csv,0.45,0.05,0.17,0.03,0.37,0.0,0.0,0.14,0.12,0.0,1.0,0.0,1.0
gisgraphy.csv,0.0,0.0,0.15,0.15,0.38,0.75,0.04,0.0,0.1,0.1,0.73,0.0,0.58
jaxen.csv,0.33,0.01,0.13,0.08,0.27,0.82,0.02,0.38,0.05,0.25,0.67,0.0,0.28
jvcl.csv,0.56,0.33,0.25,0.13,0.35,1.0,0.0,0.1,0.09,0.23,0.87,0.02,0.36
m-m-m.csv,0.37,0.01,0.08,0.07,0.22,0.91,0.02,0.06,0.06,0.22,0.36,0.01,0.35
motu.csv,0.36,0.01,0.11,0.05,0.24,0.86,0.0,0.06,0.07,0.44,0.38,0.01,0.29
nh3d.csv,0.41,0.67,0.0,0.06,0.26,0.84,0.02,0.06,0.0,0.22,0.4,0.01,0.31
sarasvati.csv,0.43,0.01,0.05,0.17,0.16,0.89,0.06,0.05,0.0,0.24,0.31,0.04,0.29
wgs-assembler.csv,0.5,0.01,0.1,0.08,0.33,1.0,0.02,0.25,0.06,0.28,0.73,0.0,0.41
zabbix.csv,0.38,0.0,0.13,0.07,0.31,0.95,0.0,0.06,0.08,0.23,0.72,0.0,0.43
