,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.43,0.65,0.53,0.57,0.47,0.46,0.59,0.53,0.56,0.62,0.45,0.53,0.36
emulemorph.csv,0.82,0.95,0.8,0.94,0.71,0.0,0.76,0.86,0.56,0.89,0.75,0.48,0.5
gisgraphy.csv,0.0,0.0,0.69,0.66,0.92,0.75,0.58,0.88,0.95,0.9,0.96,0.8,0.69
jaxen.csv,0.38,0.54,0.37,0.59,0.43,0.73,0.38,0.85,0.47,0.44,0.86,0.33,0.36
jvcl.csv,0.89,0.67,0.75,0.93,0.68,0.75,0.86,0.6,0.57,0.77,0.97,0.52,0.93
m-m-m.csv,0.66,0.52,0.37,0.44,0.41,0.7,0.37,0.4,0.43,0.38,0.35,0.41,0.34
motu.csv,0.3,0.44,0.3,0.47,0.37,0.47,0.86,0.41,0.34,0.48,0.32,0.28,0.33
nh3d.csv,0.52,0.83,0.0,0.41,0.38,0.56,0.37,0.4,0.75,0.37,0.36,0.28,0.31
sarasvati.csv,0.82,0.48,0.51,0.67,0.55,0.56,0.71,0.41,0.88,0.41,0.39,0.8,0.38
wgs-assembler.csv,0.58,0.64,0.35,0.46,0.42,0.5,0.44,0.92,0.46,0.37,0.91,0.65,0.64
zabbix.csv,0.33,0.98,0.41,0.57,0.51,0.84,0.71,0.69,0.55,0.54,0.82,0.6,0.71
