,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.69,0.9,0.86,0.69,0.78,0.44,0.98,0.99,0.79,0.68,1.0,1.0,0.62
bdbbasic.csv,0.64,0.86,0.87,0.64,0.85,0.57,0.92,0.91,0.36,0.65,0.89,0.69,0.6
echongl.csv,0.63,0.83,0.89,0.63,0.81,0.6,0.88,0.63,0.44,0.25,0.57,0.59,0.69
etherboot.csv,0.94,0.73,1.0,1.0,0.5,0.92,1.0,0.68,0.64,1.0,0.55,0.76,0.97
freebios.csv,0.87,0.88,0.84,0.77,0.7,0.91,0.31,1.01,0.84,0.57,0.64,0.87,0.88
gebr.csv,0.88,1.0,0.9,0.95,0.81,0.96,1.0,0.34,1.0,1.0,0.81,0.95,0.87
gnukeda.csv,0.79,0.61,0.78,0.35,0.77,0.45,0.85,0.59,0.76,0.95,0.69,0.85,0.9
google-gears.csv,0.53,0.54,0.8,0.65,0.77,0.94,1.0,0.66,0.88,0.97,0.98,0.66,0.43
jnode.csv,0.97,0.7,0.29,0.74,1.0,1.0,0.88,0.83,0.85,0.91,0.98,0.95,0.89
openmeetings.csv,0.46,0.19,0.48,0.85,0.61,0.53,0.96,0.66,0.71,0.75,0.54,0.67,0.76
pgui.csv,0.69,0.68,1.0,0.54,0.74,0.78,0.92,0.58,0.63,0.97,0.45,0.82,0.51
tradelink.csv,0.73,0.82,0.96,0.56,0.75,0.55,0.62,0.48,0.48,0.42,0.71,0.49,0.72
wxcrp.csv,0.52,0.87,0.95,0.83,1.0,0.59,0.81,1.0,0.57,0.85,0.72,0.52,0.62
