,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.44,0.38,0.36,0.33,0.32,0.33,0.44,0.34,0.53,0.4,0.39,0.37,0.39,0.55,0.47,0.29,0.7,0.41,0.41
bzbyte.csv,0.8,0.0,0.43,0.46,0.97,0.34,0.4,0.0,0.0,0.39,0.36,0.38,0.0,0.35,0.45,0.34,0.46,0.32,0.0
chrysalis.csv,0.45,0.32,0.53,0.36,0.39,0.4,0.42,0.36,0.46,0.41,0.45,0.42,0.4,0.43,0.44,0.38,0.5,0.34,0.46
dspace-gsoc.csv,0.4,0.32,0.44,0.52,0.39,0.36,0.45,0.44,0.45,0.39,0.33,0.41,0.42,0.38,0.47,0.29,0.73,0.44,0.49
fbmanager.csv,0.8,0.86,0.41,0.38,0.89,0.64,0.5,0.91,0.8,0.58,0.64,0.44,0.0,0.5,0.41,0.9,0.51,0.36,0.88
fityk.csv,0.51,0.31,0.39,0.39,0.36,0.4,0.41,0.38,0.48,0.45,0.45,0.37,0.36,0.37,0.45,0.65,0.56,0.33,0.48
fleet-simulator.csv,0.43,0.3,0.44,0.34,0.34,0.4,0.31,0.34,0.45,0.39,0.3,0.35,0.37,0.37,0.38,0.3,0.54,0.35,0.43
freenet.csv,0.53,0.3,0.51,0.47,0.42,0.43,0.33,0.34,0.44,0.52,0.29,0.38,0.39,0.4,0.5,0.5,0.45,0.32,0.5
google-caja.csv,0.38,0.3,0.33,0.35,0.34,0.35,0.34,0.34,0.42,0.38,0.27,0.34,0.34,0.32,0.43,0.29,0.39,0.32,0.46
k3b.csv,0.38,0.3,0.35,0.38,0.34,0.34,0.36,0.35,0.48,0.39,0.29,0.34,0.33,0.31,0.48,0.37,0.46,0.34,0.46
mediaportal.csv,0.91,0.6,0.5,0.53,0.7,0.72,0.57,0.8,0.74,0.86,0.64,0.9,0.56,0.86,0.64,0.8,0.67,0.56,0.77
myfaces.csv,0.43,0.43,0.48,0.39,0.44,0.48,0.5,0.71,0.61,0.48,0.42,0.39,0.42,0.42,0.76,0.32,0.9,0.5,0.47
onotoa.csv,0.62,0.7,0.96,0.6,0.88,0.48,0.74,0.92,0.5,0.65,0.41,0.94,0.65,0.53,0.56,0.85,0.97,0.55,0.65
paintown.csv,0.44,0.47,0.41,0.4,0.45,0.44,0.35,0.36,0.46,0.45,0.33,0.53,0.43,0.35,0.56,0.38,0.49,0.52,0.47
poormans.csv,0.94,0.42,0.91,0.45,0.42,0.62,0.41,0.7,0.53,0.95,0.5,0.91,0.37,0.83,0.46,0.0,0.93,0.41,0.95
sqlpower-library.csv,0.43,0.31,0.43,0.45,0.37,0.41,0.31,0.38,0.47,0.39,0.3,0.36,0.37,0.35,0.47,0.36,0.58,0.32,0.51
triplea.csv,0.44,0.43,0.41,0.41,0.35,0.42,0.45,0.36,0.44,0.42,0.35,0.44,0.38,0.41,0.43,0.33,0.63,0.37,0.49
xamj.csv,0.46,0.67,0.36,0.43,0.34,0.36,0.35,0.34,0.48,0.46,0.39,0.33,0.36,0.39,0.41,0.55,0.68,0.56,0.51
