,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,58.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,16.0,3.0,247.0,0.0,19.0,9.0,30.0,1.0,2.0
encog-cs.csv,60.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,0.0,14.0,234.0,0.0,20.0,0.0,17.0,4.0,1.0
extprosys.csv,74.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,308.0,0.0,21.0,2.0,17.0,4.0,1.0
ibatisdb.csv,104.0,0.0,10.0,0.0,5.0,1.0,0.0,0.0,3.0,12.0,32.0,0.0,12.0,2.0,0.0,0.0,1.0
intact.csv,14.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,146.0,0.0,7.0,0.0,17.0,2.0,1.0
japano.csv,81.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,321.0,0.0,18.0,2.0,17.0,3.0,1.0
lockss.csv,104.0,0.0,4.0,116.0,104.0,3.0,0.0,0.0,0.0,0.0,373.0,0.0,62.0,2.0,12.0,2.0,0.0
ofbiz.csv,104.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,27.0,0.0,12.0,0.0,7.0,2.0,5.0
officefloor.csv,104.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,183.0,0.0,2.0,0.0,19.0,1.0,17.0,4.0,1.0
opennms.csv,104.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,34.0,0.0,62.0,1.0,10.0,61.0,0.0
papertoolkit.csv,104.0,54.0,186.0,0.0,104.0,102.0,49.0,0.0,183.0,1.0,17.0,0.0,0.0,0.0,140.0,61.0,49.0
rohxel.csv,104.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,12.0,216.0,0.0,11.0,11.0,12.0,2.0,2.0
sevenupdate.csv,79.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,12.0,323.0,0.0,10.0,2.0,17.0,8.0,1.0
web-cat.csv,104.0,0.0,4.0,1.0,6.0,5.0,0.0,0.0,2.0,2.0,409.0,0.0,62.0,2.0,23.0,2.0,0.0
xcf.csv,44.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,152.0,0.0,19.0,0.0,0.0,0.0,2.0
