,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.01,0.89,0.29,1.0,0.27,0.32,0.86,0.89,0.36,0.21,0.03,0.99,0.04,0.67,0.29,0.54,0.27
encog-cs.csv,0.01,0.83,0.27,0.88,0.26,0.25,0.76,0.94,1.0,0.24,0.03,0.99,0.04,0.69,0.26,0.51,0.38
extprosys.csv,0.01,0.87,0.94,0.88,0.26,0.31,0.82,0.93,0.36,0.19,0.03,0.99,0.05,0.68,0.27,0.49,0.35
ibatisdb.csv,0.0,1.0,0.2,1.0,0.28,0.27,0.73,0.97,0.55,0.12,0.08,0.97,0.05,0.7,1.0,0.88,0.57
intact.csv,0.06,0.93,0.57,0.92,0.24,1.0,0.94,1.0,0.55,0.18,0.04,0.97,0.04,0.75,0.18,0.6,0.29
japano.csv,0.01,0.88,0.37,0.86,0.23,0.3,0.9,1.0,0.36,0.19,0.03,0.99,0.06,0.66,0.23,0.6,0.37
lockss.csv,0.0,0.75,0.36,0.0,0.0,0.25,0.67,1.0,0.57,1.0,0.01,1.0,0.0,0.7,0.51,0.71,1.0
ofbiz.csv,0.0,0.87,0.27,0.82,0.26,0.31,0.84,0.97,0.52,0.18,0.05,1.0,0.06,0.99,0.26,0.62,0.37
officefloor.csv,0.0,0.92,0.24,0.88,0.25,0.31,0.74,0.94,0.0,0.13,0.9,1.0,0.03,0.67,0.25,0.52,0.44
opennms.csv,0.0,0.94,0.3,0.79,0.96,0.44,0.62,0.9,0.64,0.2,0.06,1.0,0.0,0.86,0.18,0.0,1.0
papertoolkit.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29,0.03,1.0,1.0,1.0,0.0,0.0,0.0
rohxel.csv,0.0,0.87,0.34,0.94,0.21,0.34,1.0,0.95,0.4,0.21,0.03,1.0,0.05,0.68,0.29,0.68,0.45
sevenupdate.csv,0.01,1.0,0.28,0.88,0.26,0.3,0.74,0.93,0.37,0.18,0.03,0.99,0.06,0.69,0.26,0.54,0.38
web-cat.csv,0.0,0.81,0.31,0.83,0.32,0.25,0.72,0.97,0.45,0.2,0.02,1.0,0.0,0.67,0.1,0.54,0.95
xcf.csv,0.01,0.9,0.41,0.94,0.29,0.37,0.85,0.98,0.47,0.28,0.05,1.0,0.05,0.77,0.37,1.0,0.41
