,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.67,0.0,0.41,1.0,0.56,0.59,0.62,0.3,0.21,0.4,0.47,0.0,0.46,0.52,0.63,0.55,0.37
encog-cs.csv,0.61,0.38,0.52,0.27,0.53,0.44,0.0,0.38,0.95,0.58,0.52,0.0,0.48,0.52,0.17,0.0,0.24
extprosys.csv,0.33,0.0,0.93,0.27,0.17,0.47,0.67,0.37,0.09,0.09,0.46,0.0,0.21,0.27,0.35,0.13,0.51
ibatisdb.csv,0.0,0.22,0.07,0.09,0.21,0.27,0.24,0.29,0.11,0.11,0.16,0.0,0.37,0.11,0.98,0.26,0.25
intact.csv,0.97,0.57,0.29,0.49,0.41,0.98,0.43,0.42,0.4,0.53,0.55,0.0,0.36,0.37,0.2,0.32,0.24
japano.csv,0.0,0.0,0.67,0.5,0.36,0.37,0.53,0.99,0.05,0.09,0.33,0.0,0.59,0.4,0.13,0.68,0.44
lockss.csv,0.0,0.07,0.11,0.0,0.0,0.36,0.37,0.22,0.15,0.96,0.13,0.04,0.0,0.04,0.61,0.43,0.06
ofbiz.csv,0.0,0.43,0.3,0.41,0.25,0.41,0.45,0.29,0.4,0.17,0.64,0.65,0.37,0.99,0.4,0.19,0.4
officefloor.csv,0.0,0.26,0.47,0.42,0.25,0.41,0.3,0.53,0.0,0.11,0.75,0.51,0.35,0.01,0.41,0.47,0.66
opennms.csv,0.0,0.38,0.07,0.13,0.91,0.16,0.16,0.09,0.13,0.17,0.21,0.27,0.0,0.19,0.13,0.0,0.06
papertoolkit.csv,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.11,0.04,0.01,1.0,0.0,0.0,0.0,0.0
rohxel.csv,0.0,0.0,0.62,0.73,0.46,0.63,1.0,0.63,0.61,0.56,0.56,0.62,0.58,0.54,0.59,0.79,0.5
sevenupdate.csv,0.09,1.0,0.0,0.0,0.29,0.13,0.48,0.0,0.3,0.46,0.05,0.0,0.63,0.43,0.0,0.58,0.0
web-cat.csv,0.0,0.35,0.11,0.22,0.4,0.27,0.36,0.27,0.36,0.21,0.29,0.49,0.0,0.3,0.13,0.26,0.95
xcf.csv,0.74,0.52,0.61,0.47,0.57,0.61,0.72,0.47,0.39,0.53,0.65,0.53,0.37,0.45,0.77,0.95,0.59
