,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.71,1.0,0.88,0.0,0.75,0.68,0.53,1.0,0.95,0.88,0.84,1.0,0.87,0.81,0.67,0.78,0.88
encog-cs.csv,0.76,0.91,0.78,0.93,0.72,0.78,1.01,0.89,0.06,0.61,0.77,1.06,0.85,0.68,0.96,1.0,0.94
extprosys.csv,0.91,1.02,0.08,0.93,0.96,0.84,0.65,0.9,0.98,0.98,0.85,1.12,0.95,0.93,0.91,0.97,0.8
ibatisdb.csv,1.0,0.82,0.95,0.93,0.84,0.81,0.84,0.76,0.91,0.92,0.87,1.3,0.75,0.91,0.03,0.78,0.8
intact.csv,0.15,0.56,0.76,0.61,0.76,0.03,0.62,0.63,0.67,0.75,0.59,1.29,0.77,0.71,0.87,0.75,0.85
japano.csv,1.0,1.0,0.56,0.81,0.93,0.89,0.54,0.01,0.99,0.98,0.92,1.0,0.78,0.89,0.98,0.7,0.86
lockss.csv,1.01,0.95,0.91,1.01,1.01,0.78,0.94,0.82,0.88,0.05,0.96,0.97,1.01,0.97,0.46,0.65,0.95
ofbiz.csv,1.02,0.77,0.79,0.9,0.82,0.72,0.65,0.76,0.66,0.88,0.5,0.4,0.71,0.02,0.73,0.85,0.74
officefloor.csv,1.01,0.79,0.79,0.87,0.82,0.72,0.94,0.8,1.0,0.92,0.29,0.55,0.84,0.99,0.88,0.85,0.66
opennms.csv,1.0,0.69,0.94,0.92,0.11,0.87,0.91,0.93,0.89,0.87,0.82,0.77,1.01,0.84,0.91,1.0,0.95
papertoolkit.csv,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,0.91,0.97,0.99,0.0,1.0,1.0,1.0,1.0
rohxel.csv,1.3,1.02,0.61,0.44,0.85,0.62,0.0,0.63,0.64,0.68,0.66,0.43,0.7,0.7,0.76,0.45,0.63
sevenupdate.csv,0.98,0.0,1.0,1.0,0.93,0.97,0.84,1.0,0.92,0.73,0.99,1.0,0.59,0.86,1.0,0.76,1.0
web-cat.csv,1.04,0.93,0.91,0.85,0.7,0.82,0.81,0.78,0.72,0.84,0.86,0.57,1.09,0.79,0.95,0.81,0.06
xcf.csv,0.64,0.69,0.53,0.61,0.67,0.57,0.57,0.59,0.69,0.59,0.52,0.53,0.75,0.65,0.55,0.06,0.69
