,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.5,0.48,0.39,0.53,0.79,0.51,0.75,0.43,0.31,0.33,0.16,0.0
emulemorph.csv,0.16,0.0,0.59,0.0,0.56,0.0,0.0,0.23,0.79,0.0,0.04,0.0
jaxen.csv,0.43,0.3,0.68,0.53,0.5,0.46,0.38,0.98,0.45,0.56,0.53,0.0
jvcl.csv,0.12,0.56,0.59,0.31,0.56,0.1,0.0,0.61,0.52,0.27,0.5,0.56
m-m-m.csv,0.46,0.65,0.44,0.58,0.23,0.78,0.21,0.0,0.19,0.33,0.13,0.83
motu.csv,0.63,0.54,0.62,0.37,0.05,0.42,0.0,0.44,0.5,0.71,0.69,0.0
nh3d.csv,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.35,0.48,0.3,0.79,0.28,0.29,0.94,0.57,0.2,0.61,0.35,0.94
wgs-assembler.csv,0.52,0.75,0.32,0.72,0.47,0.1,0.74,0.24,0.5,0.71,0.13,0.0
zabbix.csv,0.56,0.0,0.63,0.58,0.33,0.38,0.0,0.44,0.52,0.56,0.57,0.0
