,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,7.0,0.0,3.0,13.0,1.0,0.0,38.0,61.0,3.0,22.0,0.0,103.0
emulemorph.csv,0.0,355.0,1.0,169.0,9.0,60.0,61.0,23.0,0.0,58.0,0.0,103.0
jaxen.csv,7.0,0.0,2.0,25.0,14.0,0.0,54.0,4.0,3.0,11.0,0.0,103.0
jvcl.csv,2.0,0.0,2.0,9.0,2.0,0.0,61.0,20.0,24.0,3.0,0.0,76.0
m-m-m.csv,4.0,0.0,9.0,16.0,13.0,0.0,58.0,70.0,27.0,11.0,0.0,50.0
motu.csv,1.0,0.0,1.0,21.0,15.0,0.0,61.0,60.0,40.0,2.0,0.0,103.0
nh3d.csv,4.0,0.0,158.0,24.0,15.0,0.0,61.0,70.0,109.0,13.0,0.0,92.0
sarasvati.csv,1.0,23.0,10.0,5.0,2.0,0.0,14.0,52.0,9.0,1.0,6.0,23.0
wgs-assembler.csv,2.0,0.0,10.0,24.0,4.0,0.0,39.0,8.0,36.0,3.0,0.0,103.0
zabbix.csv,3.0,355.0,5.0,16.0,2.0,0.0,61.0,25.0,26.0,10.0,0.0,103.0
