,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.37,0.41,0.45,0.26,0.14,0.19,0.22,0.33,0.12,0.19,0.22,0.43,0.51,0.71,0.68,0.58,0.03,0.57
archive-crawler.csv,0.7,0.52,0.55,0.39,0.31,0.34,0.54,0.68,0.09,0.44,0.29,0.46,0.59,0.54,0.64,0.47,0.01,0.56
customwars.csv,0.5,0.67,0.49,0.22,0.33,0.34,0.48,0.68,0.31,0.42,0.29,0.39,0.4,0.43,0.48,0.5,0.18,0.62
gbif-providertoolkit.csv,0.57,0.47,0.59,0.19,0.22,0.43,0.09,0.11,0.18,0.45,0.27,0.26,0.24,0.16,0.44,0.62,0.16,0.54
gss.csv,0.74,0.69,0.6,0.2,0.4,0.29,0.6,0.67,0.17,0.53,0.26,0.42,0.4,0.55,0.6,0.65,0.21,0.8
heekscad.csv,0.79,0.63,0.49,0.28,0.33,0.35,0.61,0.61,0.24,0.51,0.24,0.49,0.52,0.48,0.77,0.8,0.08,0.62
ikvm.csv,0.56,0.57,0.83,0.23,0.15,0.26,0.41,0.52,0.18,0.4,0.21,0.42,0.46,0.36,0.41,0.77,0.2,0.68
jaxen.csv,0.67,0.59,0.62,0.24,0.16,0.35,0.4,0.79,0.56,0.46,0.28,0.38,0.42,0.58,0.59,0.76,0.16,0.68
jcae.csv,0.48,0.37,0.41,0.51,0.28,0.4,0.24,0.12,0.31,0.59,0.32,0.52,0.15,0.4,0.27,0.48,0.06,0.51
levent.csv,0.77,0.61,0.59,0.33,0.26,0.35,0.55,0.76,0.26,0.49,0.26,0.48,0.45,0.65,0.83,0.84,0.04,0.66
nicepress.csv,0.72,0.63,0.26,0.13,0.32,0.37,0.48,0.81,0.18,0.7,0.24,0.44,0.51,0.54,0.7,0.64,0.14,0.34
pnotepad.csv,0.69,0.63,0.54,0.19,0.31,0.28,0.53,0.67,0.14,0.51,0.27,0.45,0.57,0.52,0.75,0.95,0.14,0.63
qcad2.csv,0.58,0.61,0.45,0.35,0.25,0.29,0.65,0.62,0.22,0.35,0.28,0.55,0.58,0.6,0.83,0.49,0.01,0.63
qedo.csv,0.14,0.24,0.37,0.12,0.11,0.22,0.07,0.25,0.07,0.18,0.09,0.21,0.11,0.0,0.14,0.64,0.36,0.39
quarkplusplus.csv,0.52,0.23,0.44,0.22,0.23,0.38,0.49,0.44,0.1,0.52,0.26,0.54,0.58,0.55,0.78,0.77,0.07,0.5
sigil.csv,0.66,0.55,0.32,0.43,0.36,0.32,0.64,0.45,0.19,0.4,0.3,0.57,0.52,0.68,0.82,0.44,0.05,0.67
xcsoar.csv,0.74,0.71,0.51,0.29,0.26,0.43,0.56,0.48,0.21,0.55,0.29,0.47,0.49,0.44,0.68,0.4,0.06,0.56
xuggle.csv,0.69,0.64,0.65,0.19,0.43,0.33,0.37,0.49,0.3,0.55,0.21,0.43,0.51,0.46,0.64,0.75,0.19,0.56
