,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.44,0.26,0.74,0.55,0.47,0.5,0.2,0.75,0.75,0.4
fritzing.csv,0.74,0.82,0.69,0.55,0.9,0.75,0.2,0.35,0.75,0.52
jlinalg.csv,0.76,0.42,0.78,0.72,0.5,1.0,0.8,0.75,0.42,0.82
knowledge.csv,0.78,0.88,0.76,0.86,0.87,0.75,0.2,0.6,0.62,0.83
massiv.csv,0.14,0.28,0.36,0.0,0.0,1.0,0.0,0.6,0.0,0.02
multitude.csv,0.7,0.84,0.82,0.86,0.76,0.5,0.6,0.85,0.83,0.68
playerstage.csv,0.62,0.8,0.94,0.74,0.71,0.75,0.3,0.6,0.38,0.49
quarkplusplus.csv,0.7,0.82,0.81,0.62,0.6,1.0,0.1,0.9,0.62,0.57
rtrt-on-gpu.csv,0.14,0.14,0.15,0.19,0.44,0.0,0.7,0.15,0.17,0.2
superwaba.csv,0.52,0.68,0.81,0.64,0.6,0.75,0.4,1.0,0.42,0.55
