,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.0,0.0,1.0,0.0,0.0,94.0,0.0,0.0,0.0,4.0
fritzing.csv,0.0,6.0,1.0,5.0,0.0,86.0,0.0,1.0,3.0,3.0
jlinalg.csv,1.0,13.0,1.0,1.0,0.0,195.0,2.0,8.0,5.0,0.0
knowledge.csv,0.0,13.0,0.0,1.0,0.0,257.0,5.0,5.0,4.0,0.0
massiv.csv,0.0,4.0,1.0,140.0,66.0,1.0,57.0,0.0,55.0,1.0
multitude.csv,0.0,12.0,1.0,2.0,0.0,225.0,9.0,4.0,4.0,0.0
playerstage.csv,0.0,12.0,0.0,1.0,0.0,138.0,6.0,4.0,6.0,2.0
quarkplusplus.csv,0.0,8.0,1.0,1.0,0.0,121.0,6.0,11.0,0.0,0.0
rtrt-on-gpu.csv,2.0,10.0,0.0,3.0,0.0,561.0,2.0,5.0,6.0,0.0
superwaba.csv,0.0,1.0,0.0,0.0,0.0,146.0,2.0,1.0,0.0,3.0
