,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.47,0.5,0.38,0.36,0.35,0.45,0.45,0.44,0.34,0.34,0.36,0.38,0.34,0.44,0.32,0.45,0.4,0.39,0.39
boost-sandbox.csv,0.47,0.72,0.52,0.52,0.55,0.67,0.99,0.46,0.44,0.43,0.5,0.68,0.57,0.51,0.4,0.67,0.54,0.5,0.49
dspace-gsoc.csv,0.91,0.83,0.83,0.68,0.91,0.89,0.48,0.67,0.75,0.4,0.79,0.75,0.59,0.58,0.38,0.97,0.72,0.92,0.7
enlightenment.csv,0.5,0.71,0.71,0.5,0.38,0.86,0.55,0.53,0.47,0.44,0.62,0.62,0.42,0.57,0.35,0.5,0.85,0.58,0.54
fceugc.csv,0.58,0.76,0.89,0.7,0.64,0.74,0.87,0.96,0.84,0.69,0.6,0.52,0.76,0.71,0.82,0.98,0.95,0.89,0.9
gnukeda.csv,0.5,0.69,0.32,0.4,0.6,0.58,0.66,0.47,0.67,0.36,0.56,0.6,0.44,0.91,0.38,0.46,0.74,0.56,0.51
jaolt.csv,0.56,0.48,0.44,0.43,0.42,0.82,0.65,0.85,0.39,0.39,0.44,0.44,0.41,0.75,0.56,0.48,0.48,0.56,0.47
knowledge.csv,0.41,0.47,0.42,0.36,0.4,0.48,0.48,0.39,0.41,0.37,0.35,0.43,0.33,0.36,0.3,0.52,0.45,0.41,0.41
kowari.csv,0.0,0.83,0.0,0.0,0.75,0.0,0.96,0.0,0.0,0.83,0.0,0.0,0.5,0.0,0.0,0.97,0.0,0.0,0.75
lufa-lib.csv,0.83,0.9,0.54,0.93,0.55,0.68,0.71,0.71,0.67,0.81,0.68,0.68,0.63,0.74,0.86,0.78,0.78,0.67,0.73
maidsafe-dht.csv,0.86,0.5,0.67,0.67,0.5,0.83,0.87,0.8,0.89,0.75,0.56,0.5,0.59,0.86,0.8,0.69,0.88,0.77,0.77
pixel-commandos.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
playerstage.csv,0.49,0.5,0.53,0.61,0.48,0.84,0.98,0.72,0.53,0.83,0.81,0.91,0.66,0.52,0.5,0.73,0.71,0.51,0.67
proftp.csv,0.6,0.48,0.53,0.42,0.44,0.45,0.55,0.75,0.55,0.37,0.35,0.46,0.34,0.71,0.8,0.46,0.43,0.47,0.43
tcvp.csv,0.92,0.8,0.87,0.95,0.86,0.89,0.99,0.91,0.67,0.95,0.92,0.86,0.95,0.89,0.92,0.99,0.82,0.87,0.94
theresa.csv,0.0,0.0,0.67,0.67,0.67,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.75,0.95
uwom.csv,0.62,0.42,0.91,0.94,0.92,0.49,0.6,0.86,0.86,0.53,0.51,0.39,0.6,0.48,0.77,0.55,0.88,0.6,0.81
xapian.csv,0.51,0.75,0.47,0.52,0.4,0.52,0.67,0.57,0.7,0.44,0.48,0.48,0.57,0.48,0.6,0.75,0.81,0.52,0.6
yaprm.csv,0.8,0.75,0.85,0.53,0.89,0.61,0.98,0.58,0.51,0.73,0.48,0.64,0.69,0.9,0.81,0.9,0.59,0.81,0.81
