,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.5,1.0,0.91,0.56,0.62,0.75,0.75,0.83,0.4,0.0,1.0
freedom-erp.csv,0.5,0.0,0.89,0.0,0.71,0.0,1.0,0.99,0.5,0.0,0.0
haggle.csv,0.5,0.44,0.69,1.0,0.25,0.7,0.52,0.67,0.4,0.0,0.62
jchassis.csv,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0
jmoney.csv,1.0,0.33,0.89,0.55,0.65,0.95,0.83,0.39,0.33,0.0,1.0
jsidplay2.csv,0.5,0.22,1.0,0.59,0.62,0.85,0.54,0.59,0.09,0.0,0.5
madman.csv,0.0,1.0,0.0,0.88,0.6,0.75,1.0,0.0,1.0,0.0,0.0
matrex.csv,0.41,0.5,0.88,0.67,0.62,0.93,0.99,0.65,0.2,0.0,0.0
mediate.csv,0.59,0.39,0.88,0.68,1.0,0.94,0.6,0.66,0.0,0.0,0.62
primefaces.csv,0.22,0.35,0.68,0.56,0.43,0.69,0.45,0.0,0.04,0.0,1.0
tmva.csv,0.32,0.29,0.81,0.63,0.67,0.99,0.58,0.62,0.16,0.0,0.52
