,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,3.0,26.0,1.0,0.0,3.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0
gamestone.csv,1.0,0.0,1.0,0.0,80.0,0.0,50.0,5.0,11.0,0.0,0.0,3.0,3.0
gbif-providertoolkit.csv,0.0,59.0,3.0,102.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
growl-for-windows.csv,8.0,1.0,9.0,3.0,18.0,1.0,3.0,8.0,6.0,2.0,0.0,0.0,0.0
gss.csv,1.0,6.0,0.0,1.0,2.0,2.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0
heekscad.csv,0.0,6.0,9.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
igarden.csv,0.0,5.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0
levent.csv,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0
openmsx.csv,5.0,8.0,0.0,4.0,3.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0
pnotepad.csv,2.0,14.0,11.0,4.0,2.0,1.0,1.0,6.0,10.0,0.0,2.0,1.0,0.0
quark.csv,1.0,0.0,0.0,0.0,80.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
tango-cs.csv,4.0,59.0,1.0,3.0,1.0,0.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0
xcsoar.csv,3.0,7.0,0.0,1.0,7.0,0.0,0.0,1.0,16.0,0.0,1.0,1.0,0.0
