,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.45,0.0,0.0,0.91
repositorium.csv,0.94,0.59,0.71,0.54
simplewebservices.csv,0.33,0.42,0.69,0.46
xbg.csv,0.88,0.0,0.61,0.57
