,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.35,0.31,0.37,0.33,0.48,0.66,0.27,0.43,0.07,0.37,0.14,0.73,0.94
aubit4gl.csv,0.1,0.41,0.2,0.23,0.41,0.1,0.69,0.05,0.0,0.34,0.29,0.62,0.07
bionote.csv,0.28,0.41,0.2,0.23,0.34,0.42,0.05,0.51,0.32,0.13,0.87,0.23,0.07
liferea.csv,0.64,0.74,0.19,0.64,0.65,0.7,0.4,0.6,0.21,0.6,0.0,0.2,0.53
opensim4opencog.csv,0.6,0.48,0.34,0.66,0.67,0.77,0.54,0.62,0.14,0.6,0.52,0.53,0.53
pclasses.csv,0.61,0.83,0.0,0.55,0.17,0.1,0.05,0.58,0.0,0.1,0.0,0.51,0.42
plearn.csv,0.65,0.41,0.27,0.3,0.57,0.0,0.05,0.39,0.15,0.67,0.51,0.43,0.0
psrchive.csv,0.63,0.31,0.84,0.34,0.85,0.6,0.65,0.5,0.21,0.6,0.42,0.57,0.04
re2c.csv,0.43,0.21,1.0,0.47,0.55,0.41,0.37,0.4,0.07,0.48,0.27,0.7,0.83
rebecca-aiml.csv,0.48,0.0,0.66,0.47,0.59,0.65,0.64,0.58,0.21,0.56,0.54,0.86,0.63
thrust.csv,0.35,0.11,0.66,0.4,0.5,0.37,0.58,0.47,0.7,0.45,0.54,0.29,0.62
tzod.csv,0.54,0.31,0.2,0.61,0.52,0.7,0.68,0.5,0.33,0.49,0.29,0.4,0.44
yaprm.csv,0.65,0.47,0.35,0.45,0.59,0.1,0.45,0.3,0.33,0.71,0.4,0.13,0.0
