,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,99.0,647.5,94.5,352.0,279.0,188.0,96.5,980.5,85.5,98.5,601.0,98.5,98.5
aubit4gl.csv,178.0,591.5,84.5,148.0,170.0,244.0,96.5,531.5,123.0,94.5,70.5,98.5,2.5
bionote.csv,99.0,271.5,94.5,97.5,244.5,255.5,73.5,240.5,492.0,157.0,338.0,197.5,92.5
liferea.csv,99.0,377.0,94.5,97.5,564.5,235.5,97.5,273.5,93.5,98.5,272.0,98.5,98.5
opensim4opencog.csv,99.0,181.0,97.5,97.5,187.0,280.5,97.5,361.5,315.0,98.5,726.5,98.5,98.5
pclasses.csv,99.0,186.0,162.0,97.5,170.0,261.0,66.5,1676.5,65.0,98.5,196.0,98.5,98.5
plearn.csv,99.0,184.0,97.5,168.0,184.0,0.0,66.5,1949.5,182.0,98.5,92.5,98.5,0.0
psrchive.csv,99.0,87.5,97.5,97.5,89.5,571.0,96.5,2442.5,247.5,98.5,583.5,197.5,62.5
re2c.csv,569.0,298.0,97.5,97.5,370.0,280.5,96.5,980.5,47.5,98.5,1043.0,494.0,98.5
rebecca-aiml.csv,99.0,230.0,97.5,97.5,467.5,376.0,97.5,1506.5,144.0,98.5,380.0,278.0,98.5
thrust.csv,99.0,470.5,94.5,94.5,541.0,377.0,96.5,980.5,355.0,97.5,286.5,197.5,98.5
tzod.csv,99.0,696.5,90.5,97.5,274.5,182.0,97.5,918.0,190.0,95.5,295.5,197.5,94.5
yaprm.csv,99.0,466.5,97.5,504.0,372.0,42.5,96.5,84.5,316.0,98.5,190.0,260.0,230.5
