,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.36,0.21,0.21,0.27,0.22,0.43,0.31,0.16,0.11,0.38,0.06,0.54,0.79
aubit4gl.csv,0.15,0.32,0.2,0.28,0.33,0.11,0.69,0.06,0.0,0.39,0.24,0.57,0.11
bionote.csv,0.31,0.32,0.18,0.26,0.32,0.37,0.06,0.27,0.24,0.18,0.56,0.26,0.06
liferea.csv,0.47,0.38,0.06,0.57,0.32,0.53,0.41,0.34,0.17,0.6,0.0,0.22,0.41
opensim4opencog.csv,0.49,0.29,0.1,0.56,0.35,0.51,0.63,0.32,0.13,0.64,0.26,0.53,0.47
pclasses.csv,0.5,0.64,0.0,0.45,0.2,0.11,0.07,0.26,0.0,0.13,0.0,0.36,0.5
plearn.csv,0.49,0.33,0.14,0.33,0.29,0.0,0.07,0.19,0.18,0.65,0.24,0.38,0.0
psrchive.csv,0.49,0.21,0.59,0.37,0.62,0.37,0.69,0.19,0.24,0.59,0.24,0.44,0.06
re2c.csv,0.39,0.17,0.92,0.39,0.26,0.28,0.42,0.14,0.11,0.49,0.09,0.52,0.73
rebecca-aiml.csv,0.41,0.0,0.28,0.42,0.28,0.42,0.69,0.22,0.27,0.56,0.28,0.76,0.56
thrust.csv,0.32,0.1,0.23,0.36,0.24,0.21,0.59,0.18,0.53,0.45,0.25,0.41,0.43
tzod.csv,0.47,0.19,0.07,0.55,0.29,0.45,0.68,0.22,0.3,0.49,0.21,0.29,0.31
yaprm.csv,0.49,0.26,0.11,0.43,0.35,0.14,0.48,0.24,0.29,0.7,0.17,0.17,0.0
