,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.31,0.27,0.33,0.3,0.5,0.69,0.24,0.43,0.06,0.35,0.12,0.87,0.97
aubit4gl.csv,0.08,0.36,0.17,0.19,0.36,0.08,0.69,0.04,0.0,0.3,0.25,0.59,0.06
bionote.csv,0.24,0.36,0.17,0.19,0.29,0.38,0.04,0.48,0.29,0.11,0.88,0.19,0.06
liferea.csv,0.78,0.91,0.17,0.63,0.71,0.69,0.39,0.57,0.18,0.62,0.0,0.17,0.51
opensim4opencog.csv,0.59,0.45,0.33,0.7,0.71,0.85,0.76,0.61,0.12,0.81,0.5,0.48,0.49
pclasses.csv,0.59,0.82,0.0,0.56,0.14,0.08,0.04,0.57,0.0,0.08,0.0,0.56,0.37
plearn.csv,0.69,0.36,0.67,0.26,0.57,0.0,0.04,0.35,0.12,0.73,0.5,0.7,0.0
psrchive.csv,0.63,0.27,0.83,0.3,0.86,0.69,0.83,0.52,0.18,0.65,0.38,0.78,0.03
re2c.csv,0.39,0.18,1.0,0.48,0.57,0.38,0.33,0.39,0.06,0.46,0.25,0.76,0.83
rebecca-aiml.csv,0.44,0.0,0.67,0.44,0.64,0.85,0.83,0.65,0.18,0.59,1.0,0.87,0.6
thrust.csv,0.31,0.09,0.83,0.37,0.5,0.38,0.56,0.65,0.71,0.43,0.88,0.83,0.66
tzod.csv,0.51,0.27,0.17,0.59,0.5,0.77,0.72,0.48,0.29,0.49,0.25,0.48,0.43
yaprm.csv,0.68,0.45,0.33,0.41,0.57,0.08,0.41,0.26,0.29,0.73,0.38,0.11,0.0
