,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.76,0.93,0.18,0.77,0.73,0.9,0.88,0.61,0.14,0.63,0.71,0.67,0.82,0.83,0.61,0.8
customsagetv.csv,0.16,0.08,0.0,0.15,0.3,0.45,0.34,0.04,0.16,0.24,0.29,0.0,0.3,0.14,0.24,0.11
fluidium.csv,0.02,0.01,0.0,0.37,0.01,0.19,0.0,0.11,0.02,0.0,0.0,0.0,0.0,0.41,0.03,0.07
guineu.csv,0.28,0.84,0.82,0.75,0.74,0.71,0.78,0.79,0.66,0.71,0.43,1.0,0.48,1.0,0.27,0.3
inkscape.csv,0.62,0.61,1.0,1.0,0.12,0.13,0.22,0.75,0.89,0.55,0.29,1.0,0.89,1.0,0.94,0.89
mpqc.csv,0.24,0.06,0.0,0.0,0.26,0.19,0.16,0.43,0.2,0.24,0.29,0.5,0.32,0.38,0.03,0.02
nsis.csv,0.78,0.9,0.45,0.52,0.86,0.51,0.91,0.71,0.7,0.76,0.14,0.5,0.7,0.52,0.91,0.25
octave.csv,0.41,0.5,0.0,0.27,0.3,0.31,0.16,0.5,0.34,0.38,0.57,0.08,0.23,0.38,0.21,0.39
owfs.csv,0.62,0.59,1.0,0.17,0.44,0.36,0.56,0.89,0.86,0.62,0.43,0.42,0.2,0.41,0.58,0.64
owlib.csv,0.62,0.32,0.18,0.75,0.48,0.56,0.5,0.43,0.3,0.41,0.57,0.33,0.36,0.34,0.12,0.59
pamguard.csv,0.41,0.51,1.0,0.75,0.41,0.5,0.66,0.61,0.3,0.45,0.29,0.58,0.61,0.52,0.42,0.57
prelude.csv,0.9,0.82,0.09,0.81,0.88,0.86,0.81,0.89,0.75,0.74,1.0,0.5,0.93,0.59,0.97,0.8
robocode.csv,0.57,0.4,0.0,0.19,0.39,0.74,0.41,0.21,0.64,0.31,0.43,0.17,0.77,0.45,0.45,0.5
uwom-server.csv,0.19,0.4,0.0,0.58,0.45,0.6,0.38,0.32,0.43,0.42,0.43,0.42,0.3,0.48,0.24,0.14
zengine.csv,1.0,0.98,0.55,0.94,0.88,0.89,0.97,1.0,0.95,0.88,1.0,0.0,0.95,0.76,1.0,0.86
zildo.csv,0.41,0.71,0.09,0.73,0.26,0.42,0.44,0.11,0.29,0.34,0.43,0.17,0.23,0.28,0.67,0.25
