,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.69,0.51,0.78,0.52,0.56,0.7,0.76,0.6,0.38,0.49,0.54,0.38,0.54,0.44,0.43,0.61,0.58,0.7
arm-webradio.csv,0.52,0.7,0.47,0.5,0.39,0.49,0.67,0.66,0.42,0.58,0.44,0.48,0.61,0.46,0.5,0.54,0.44,0.71
bwapi.csv,0.41,0.42,0.45,0.49,0.46,0.43,0.31,0.4,0.63,0.44,0.39,0.43,0.41,0.45,0.49,0.54,0.43,0.62
co-ode-owl-plugins.csv,0.45,0.44,0.61,0.59,0.39,0.54,0.8,0.94,0.49,0.42,0.71,0.48,0.55,0.46,0.49,0.46,0.65,0.57
firebreath.csv,0.5,0.44,0.54,0.63,0.4,0.64,0.41,0.42,0.38,0.47,0.38,0.44,0.45,0.48,0.59,0.68,0.49,0.57
frogatto.csv,0.47,0.58,0.46,0.66,0.4,0.45,0.46,0.58,0.71,0.53,0.43,0.5,0.55,0.52,0.49,0.52,0.52,0.46
gretl.csv,0.48,0.44,0.41,0.55,0.41,0.46,0.43,0.4,0.4,0.43,0.44,0.44,0.49,0.5,0.41,0.54,0.46,0.56
jasperreports.csv,0.65,0.75,0.67,0.88,0.5,0.93,0.0,0.96,0.88,0.65,0.0,0.86,0.8,0.96,0.0,0.75,0.0,0.0
konversation.csv,0.83,0.67,0.92,0.94,0.62,0.83,0.94,0.67,0.89,0.94,0.0,0.88,0.97,0.96,0.88,0.89,0.83,0.75
linuxsh.csv,0.59,0.91,0.66,0.58,0.42,0.58,0.39,0.74,0.37,0.53,0.53,0.55,0.6,0.51,0.44,0.53,0.5,0.7
moviesandbox.csv,0.61,0.44,0.59,0.66,0.48,0.56,0.58,0.61,0.47,0.52,0.67,0.53,0.46,0.51,0.54,0.63,0.8,0.64
ontomorphtab.csv,0.47,0.39,0.42,0.65,0.37,0.44,0.8,0.6,0.37,0.42,0.89,0.37,0.41,0.58,0.65,0.5,0.88,0.54
opengs.csv,0.69,0.57,0.73,0.76,0.39,0.8,0.79,0.86,0.65,0.57,0.91,0.43,0.56,0.52,0.91,0.8,0.91,0.42
scite-ru.csv,0.46,0.51,0.56,0.6,0.42,0.52,0.76,0.9,0.48,0.41,0.73,0.49,0.56,0.46,0.48,0.54,0.6,0.58
tokratan.csv,0.78,0.83,0.54,0.82,0.71,0.93,0.54,0.56,0.8,0.93,0.52,0.65,0.69,0.99,0.0,0.88,0.61,0.0
vrjuggler.csv,0.73,0.93,0.93,0.97,0.95,0.9,0.55,0.8,0.93,0.86,0.93,0.79,0.9,0.67,0.93,0.75,0.94,0.85
wxcode.csv,0.0,0.5,0.9,0.95,0.86,0.94,0.67,0.75,0.0,0.0,0.5,0.95,0.94,0.97,0.5,0.8,0.83,0.0
xuggle.csv,0.73,0.46,0.54,0.98,0.41,0.51,0.43,0.53,0.48,0.58,0.0,0.5,0.49,0.54,0.49,0.64,0.54,0.71
