,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.33,0.67,0.47,0.54,0.54,0.27,0.22,0.75,0.57,0.41,0.22,0.61,0.91,0.75,0.5,0.3,0.58,0.65
arm-webradio.csv,0.62,0.65,0.71,0.63,0.36,0.59,0.42,0.79,0.3,0.68,0.52,0.64,0.49,0.0,0.55,0.45,0.53,0.98
bwapi.csv,0.65,0.41,0.52,0.57,0.52,0.3,0.63,0.3,0.47,0.6,0.52,0.58,0.62,0.67,0.57,0.98,0.49,0.33
co-ode-owl-plugins.csv,0.6,0.0,0.6,0.79,0.7,0.59,0.28,0.91,0.77,0.09,0.14,0.51,0.5,0.05,0.72,0.0,0.84,0.05
firebreath.csv,0.57,0.17,0.66,0.62,0.59,0.94,0.45,0.32,0.42,0.39,0.21,0.0,0.0,0.23,0.55,0.41,0.55,0.05
frogatto.csv,0.54,0.3,0.79,0.66,0.69,0.64,0.64,0.32,0.32,0.67,0.5,0.66,0.58,0.91,0.99,0.51,0.84,0.56
gretl.csv,0.42,0.52,0.55,0.46,0.13,0.54,0.65,0.33,0.51,0.43,0.56,0.99,0.31,0.62,0.59,0.46,0.58,0.37
jasperreports.csv,0.54,0.11,0.0,0.16,0.02,0.15,0.0,0.13,0.16,0.31,0.0,0.05,0.04,1.0,0.0,0.04,0.0,0.0
konversation.csv,0.2,0.11,1.0,0.11,0.35,0.09,0.06,0.07,0.16,0.38,0.0,0.32,0.26,0.36,0.2,0.09,0.17,0.45
linuxsh.csv,0.43,1.0,0.65,0.56,0.36,0.52,0.45,0.25,0.66,0.62,0.68,0.48,0.51,0.36,0.38,0.42,0.54,0.9
moviesandbox.csv,0.45,0.59,0.76,0.57,0.98,0.57,0.55,0.31,0.56,0.77,0.29,0.51,0.56,0.66,0.57,0.35,0.47,0.43
ontomorphtab.csv,0.91,0.6,0.73,0.61,0.73,0.64,0.12,0.62,0.49,0.58,0.07,0.64,0.55,0.88,0.38,0.38,0.0,0.64
opengs.csv,0.27,0.21,0.63,0.44,0.49,0.06,0.22,0.26,0.95,0.62,0.14,0.45,0.37,0.64,0.29,0.05,0.62,0.5
scite-ru.csv,0.51,0.5,0.7,0.74,0.67,0.6,0.75,0.77,0.77,0.09,0.4,0.56,0.5,0.0,0.74,0.55,0.77,0.13
tokratan.csv,0.24,0.0,0.66,0.51,0.21,0.2,0.37,0.13,0.07,0.94,0.47,0.49,0.42,0.36,0.04,0.07,0.61,0.04
vrjuggler.csv,0.36,0.11,0.1,0.09,0.27,0.02,0.42,0.65,0.23,0.09,0.9,0.26,0.1,0.35,0.34,0.02,0.48,0.24
wxcode.csv,0.0,0.0,0.55,0.11,0.13,0.15,0.33,0.07,0.0,0.0,0.07,0.17,0.14,0.43,0.07,0.05,0.88,0.0
xuggle.csv,0.44,0.45,0.66,0.91,0.59,0.49,0.42,0.55,0.68,0.53,0.0,0.39,0.52,0.37,0.47,0.44,0.8,0.42
