,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.29,0.62,0.14,0.35,0.49,0.31,0.25,0.36,0.75,0.53,0.36,0.37,0.11,0.42,0.79,0.86,0.36,0.47
arm-webradio.csv,0.67,0.29,0.42,0.7,0.89,0.45,0.31,0.35,0.91,0.48,0.58,0.57,0.49,1.0,0.64,0.78,0.79,0.0
bwapi.csv,0.67,0.69,0.81,0.75,0.74,0.92,0.73,0.78,0.49,0.7,0.69,0.37,0.55,0.66,0.48,0.08,0.82,0.9
co-ode-owl-plugins.csv,0.38,1.0,0.29,0.35,0.63,0.49,0.0,0.02,0.43,0.98,0.32,0.23,0.55,0.99,0.45,1.0,0.22,0.99
firebreath.csv,0.76,0.96,0.37,0.33,0.63,0.02,0.79,0.91,0.87,0.87,0.95,1.0,1.0,0.94,0.55,0.28,0.71,0.99
frogatto.csv,0.1,0.42,0.5,0.31,0.29,0.6,0.44,0.3,0.17,0.33,0.49,0.5,0.38,0.25,0.03,0.69,0.25,0.32
gretl.csv,0.86,0.76,0.79,0.82,0.97,0.69,0.52,0.91,0.82,0.85,0.75,0.03,0.91,0.74,0.76,0.83,0.75,0.88
jasperreports.csv,0.62,0.05,0.03,0.01,0.03,0.08,0.0,0.25,0.01,0.31,0.0,0.03,0.04,0.0,0.03,0.0,0.01,0.0
konversation.csv,0.0,0.04,0.0,0.04,0.09,0.02,0.33,0.02,0.03,0.09,0.0,0.37,0.36,0.04,0.06,0.0,0.07,0.02
linuxsh.csv,0.81,0.0,0.58,0.71,0.89,0.51,0.83,0.37,0.62,0.73,0.58,0.77,0.4,0.88,0.88,0.86,0.72,0.22
moviesandbox.csv,0.19,0.78,0.22,0.25,0.03,0.45,0.29,0.42,0.44,0.34,0.29,0.37,0.62,0.27,0.21,0.33,0.22,0.4
ontomorphtab.csv,0.1,0.75,0.32,0.18,0.26,0.57,0.06,0.35,0.83,0.75,0.14,0.23,0.55,0.25,0.15,0.72,0.11,0.14
opengs.csv,0.24,0.22,0.09,0.14,0.23,0.02,0.19,0.03,0.0,0.27,0.15,0.17,0.18,0.27,0.06,0.0,0.09,0.18
scite-ru.csv,0.81,0.78,0.46,0.49,0.66,0.51,0.04,0.28,0.49,0.98,0.46,0.27,0.56,1.0,0.45,0.64,0.45,0.97
tokratan.csv,0.1,0.11,0.37,0.28,0.17,0.05,0.33,0.5,0.03,0.0,0.37,0.53,0.53,0.14,0.0,0.0,0.18,0.0
vrjuggler.csv,0.81,0.24,0.14,0.08,0.26,0.09,0.63,0.41,0.05,0.05,0.02,0.23,0.05,0.66,0.48,0.03,0.18,0.06
wxcode.csv,0.0,0.04,0.04,0.04,0.06,0.1,0.17,0.03,0.0,0.01,0.02,0.03,0.13,0.05,0.0,0.0,0.0,0.0
xuggle.csv,0.71,0.85,0.37,0.0,0.49,0.69,0.79,0.68,0.6,0.71,0.02,0.87,0.8,0.85,0.79,0.53,0.38,0.78
