,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.68,0.5,1.04,1.0,0.78,0.93,0.61,0.87
bibedt.csv,0.46,0.81,0.45,0.57,0.77,0.59,0.8,0.73
customwars.csv,0.66,0.62,0.83,0.57,0.56,0.68,0.67,0.86
impala.csv,0.95,0.77,0.62,0.63,0.88,0.96,0.53,0.82
massiv.csv,1.0,1.0,0.03,1.0,0.83,1.0,0.96,0.88
playerstage.csv,0.38,0.93,0.62,0.46,0.67,0.69,0.78,0.7
quarkplusplus.csv,0.68,0.96,0.34,0.54,0.66,0.49,0.81,0.75
xinity.csv,0.89,0.84,0.78,0.77,0.64,0.91,0.75,0.49
