,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.37,0.83,0.43,0.29,0.04,0.64,0.0,0.53,0.2,0.17,0.44,0.65,0.22,0.43,0.71,0.38,0.43,0.7,0.61,0.57
aubit4gl.csv,0.05,0.67,0.21,0.38,0.69,0.4,0.22,0.18,0.0,0.0,0.39,0.27,0.0,0.2,0.34,0.38,0.74,0.3,0.5,0.26
bionote.csv,0.44,0.33,0.43,0.02,0.15,0.37,0.43,0.24,0.2,0.0,0.14,0.85,0.0,0.22,0.0,1.0,0.22,0.47,0.39,0.38
bullet.csv,0.59,0.67,0.79,0.62,0.93,0.73,0.3,0.24,0.6,0.83,0.86,0.58,0.33,0.65,0.14,1.0,0.67,0.53,0.57,0.55
customwars.csv,0.56,0.33,0.71,0.49,0.7,0.48,0.61,0.53,0.4,0.17,0.39,0.79,0.0,0.39,0.06,0.62,0.22,0.5,0.57,0.34
findbugs.csv,0.83,1.0,0.71,0.0,0.56,0.78,0.39,0.82,0.2,0.33,0.67,0.97,0.89,0.72,0.71,0.62,0.87,0.8,0.57,0.6
frogatto.csv,0.92,0.5,0.79,0.36,0.85,0.78,0.91,0.76,0.5,0.33,0.67,0.85,0.0,0.76,0.63,1.0,0.61,0.83,0.86,0.79
grisbi.csv,1.0,0.67,0.93,0.36,0.83,0.93,0.83,1.0,0.8,0.67,0.89,0.82,0.89,0.89,0.74,0.88,0.98,0.8,0.79,0.96
lsb.csv,0.64,0.5,0.93,0.76,0.78,0.64,0.57,0.88,0.7,0.67,0.67,0.27,0.0,0.7,0.4,0.75,0.48,0.4,0.89,0.66
oscarmcmaster.csv,0.81,0.33,0.5,0.42,0.5,0.58,0.39,0.71,0.2,0.0,0.53,0.85,0.33,0.59,0.8,0.62,0.63,0.7,0.61,0.51
plearn.csv,0.71,0.67,0.57,0.0,0.02,0.55,0.0,0.47,0.3,0.0,0.36,0.53,0.22,0.67,0.86,0.25,0.41,0.43,0.43,0.55
psrchive.csv,0.61,0.83,0.79,0.47,0.81,0.54,0.61,0.53,0.2,0.0,0.36,0.7,0.0,0.52,0.46,0.5,0.78,0.53,0.46,0.47
re2c.csv,0.32,1.0,0.57,0.69,0.33,0.43,0.04,0.47,0.3,1.0,0.89,0.26,0.89,0.65,1.0,0.25,0.76,0.23,0.57,0.45
rebecca-aiml.csv,0.42,0.67,0.79,0.78,0.81,0.76,0.13,0.82,0.7,0.67,0.81,0.71,0.44,0.67,0.89,1.0,0.87,0.5,0.96,0.57
rtrt-on-gpu.csv,0.44,0.5,0.5,0.64,0.8,0.46,0.74,0.18,0.7,0.33,0.33,0.42,0.22,0.15,0.4,0.25,0.61,0.43,0.29,0.32
stemkit.csv,0.1,0.5,0.21,0.58,0.63,0.36,0.61,0.47,0.3,0.83,0.28,0.39,0.33,0.13,0.09,0.62,0.35,0.37,0.39,0.19
tcvp.csv,0.0,0.0,0.07,0.36,0.0,0.01,0.0,0.06,0.0,0.5,0.17,0.02,0.78,0.22,0.29,0.0,0.17,0.0,0.07,0.11
tktoolkit.csv,0.37,0.5,0.71,1.0,0.76,0.78,0.57,0.82,0.8,1.0,0.94,0.73,1.0,0.65,0.74,0.88,0.8,0.87,0.64,0.74
tycho.csv,0.49,0.67,0.71,0.04,0.15,0.33,0.13,0.59,0.1,0.33,0.44,0.53,0.22,0.43,0.74,0.75,0.54,0.33,0.57,0.43
xstore.csv,0.34,0.17,0.57,0.78,0.94,0.46,0.87,0.71,0.2,0.67,0.64,0.47,0.44,0.7,0.49,0.62,0.85,0.63,0.75,0.49
