,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.5,0.24,0.38,0.21,1.0,0.74,0.0,0.16,0.4,0.06,0.76,0.93,0.07,0.59,0.66,0.12,0.21,0.49,0.47,0.32
aubit4gl.csv,0.75,0.31,0.27,0.49,0.67,0.77,0.24,0.14,0.0,0.0,0.5,0.72,0.0,0.53,0.52,0.18,0.43,0.38,0.56,0.32
bionote.csv,0.48,0.14,0.27,1.0,0.38,0.78,0.14,0.29,1.0,0.0,1.0,0.97,0.0,0.71,0.0,0.47,0.22,0.29,0.48,0.22
bullet.csv,0.34,0.09,0.22,0.51,0.56,0.88,0.18,0.09,0.14,0.1,0.61,0.81,0.12,0.61,0.71,0.13,0.69,0.21,0.33,0.18
customwars.csv,0.39,0.08,0.25,0.96,0.62,0.8,0.14,0.22,0.33,0.04,0.82,0.95,0.0,0.78,0.4,0.36,0.55,0.28,0.35,0.21
findbugs.csv,0.33,0.19,0.22,0.0,0.67,0.76,0.21,0.16,0.18,0.06,0.6,0.85,0.1,0.57,0.81,0.14,0.36,0.24,0.5,0.26
frogatto.csv,0.31,0.07,0.19,0.62,0.55,0.81,0.14,0.18,0.13,0.11,0.77,0.92,0.0,0.56,0.67,0.2,0.29,0.25,0.37,0.23
grisbi.csv,0.29,0.1,0.16,0.14,0.54,0.78,0.11,0.16,0.16,0.06,0.56,0.98,0.11,0.52,0.59,0.12,0.29,0.17,0.37,0.21
lsb.csv,0.27,0.08,0.18,0.65,0.6,0.81,0.17,0.15,0.16,0.11,0.62,0.78,0.0,0.53,0.52,0.18,0.32,0.19,0.4,0.21
oscarmcmaster.csv,0.35,0.33,0.21,0.2,0.64,0.76,0.2,0.24,0.5,0.0,0.7,0.93,0.07,0.6,0.58,0.17,0.29,0.29,0.4,0.28
plearn.csv,0.44,0.11,0.2,0.0,0.17,0.73,0.0,0.11,0.14,0.0,0.59,0.9,0.06,0.58,0.54,0.22,0.16,0.18,0.41,0.25
psrchive.csv,0.38,0.45,0.42,0.2,0.59,0.77,0.14,0.23,0.4,0.0,0.72,0.88,0.0,0.56,0.73,0.24,0.3,0.29,0.54,0.34
re2c.csv,0.36,0.86,0.17,0.23,0.62,0.78,0.12,0.1,0.21,0.09,0.55,0.63,0.13,0.59,0.58,0.06,0.4,0.1,0.42,0.24
rebecca-aiml.csv,0.38,0.18,0.19,0.43,0.57,0.84,0.3,0.15,0.2,0.07,0.71,0.87,0.1,0.65,0.7,0.17,0.71,0.28,0.4,0.22
rtrt-on-gpu.csv,0.25,0.06,0.12,0.36,0.6,0.69,0.12,0.12,0.54,0.05,0.43,0.88,0.06,0.32,0.4,0.08,0.25,0.22,0.3,0.14
stemkit.csv,0.25,0.18,0.17,0.47,0.59,0.83,0.13,0.2,0.43,0.19,0.43,0.79,0.1,0.4,0.6,0.1,0.73,0.22,0.44,0.15
tcvp.csv,0.0,0.0,0.1,0.73,0.0,1.0,0.0,0.25,0.0,0.1,0.43,1.0,0.27,0.77,0.67,0.0,0.82,0.0,0.33,0.15
tktoolkit.csv,0.25,0.14,0.19,0.25,0.54,0.88,0.28,0.16,0.17,0.08,0.52,0.8,0.13,0.61,0.59,0.12,0.63,0.24,0.36,0.23
tycho.csv,0.45,0.44,0.34,0.05,0.67,0.76,0.14,0.14,0.2,0.1,0.7,0.88,0.06,0.69,0.81,0.43,0.38,0.26,0.52,0.36
xstore.csv,0.32,0.11,0.17,0.24,0.54,0.84,0.13,0.15,0.11,0.07,0.66,0.97,0.1,0.74,0.65,0.15,0.47,0.24,0.39,0.24
