,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.64,0.36,0.59,0.8,0.96,0.8,1.0,0.7,0.8,0.87,0.58,0.41,0.85,0.66,0.55,0.77,0.86,0.34,0.58,0.54
aubit4gl.csv,0.95,0.38,0.79,0.64,0.49,0.71,0.79,0.85,1.0,1.01,0.74,0.88,1.0,0.83,0.77,0.68,0.48,0.71,0.56,0.76
bionote.csv,0.59,0.71,0.61,0.98,0.89,0.71,0.7,0.77,0.8,1.0,0.86,0.21,1.0,0.79,1.0,0.17,0.84,0.6,0.66,0.71
bullet.csv,0.62,0.89,0.56,0.43,0.82,0.43,0.73,0.89,0.89,0.67,0.62,0.77,0.73,0.58,0.86,1.0,0.35,0.66,0.83,0.79
customwars.csv,0.57,0.8,0.49,0.51,0.56,0.65,0.67,0.58,0.62,0.9,0.62,0.3,1.0,0.62,0.95,0.41,0.78,0.58,0.79,0.75
findbugs.csv,0.71,0.49,0.56,1.0,0.54,0.79,0.65,0.77,0.82,0.81,0.59,0.79,0.99,0.67,0.36,0.69,0.65,0.62,0.56,0.61
frogatto.csv,0.85,0.91,0.65,0.65,0.78,0.61,0.87,0.68,0.85,0.7,0.4,0.39,1.0,0.7,0.54,0.63,0.73,0.58,0.92,0.72
grisbi.csv,0.97,0.76,0.9,0.98,0.83,0.81,0.96,0.97,0.92,0.91,0.77,0.2,0.85,0.93,0.69,0.99,0.98,0.9,0.87,0.96
lsb.csv,0.78,0.82,0.79,0.28,0.62,0.6,0.6,0.88,0.85,0.56,0.56,0.81,1.0,0.75,0.76,0.59,0.67,0.71,0.85,0.76
oscarmcmaster.csv,0.63,0.67,0.62,0.81,0.59,0.71,0.65,0.51,0.8,1.01,0.53,0.32,0.85,0.6,0.74,0.61,0.74,0.5,0.68,0.6
plearn.csv,0.46,0.75,0.6,1.01,0.99,0.8,1.0,0.84,0.79,1.02,0.69,0.55,0.9,0.63,0.94,0.76,1.05,0.72,0.69,0.63
psrchive.csv,0.56,0.2,0.29,0.8,0.65,0.7,0.67,0.57,0.8,1.02,0.66,0.52,1.01,0.67,0.58,0.56,0.79,0.55,0.59,0.58
re2c.csv,0.72,0.02,0.66,0.81,0.7,0.68,0.96,0.94,0.74,0.81,0.8,1.03,0.74,0.62,0.89,0.99,0.53,0.9,0.65,0.67
rebecca-aiml.csv,0.64,0.49,0.67,0.4,0.71,0.53,0.87,0.85,0.66,0.82,0.41,0.58,0.74,0.53,0.48,0.75,0.19,0.58,0.91,0.67
rtrt-on-gpu.csv,0.78,1.03,0.85,0.51,0.64,0.86,0.85,0.85,0.33,0.84,0.82,0.64,0.88,0.92,0.96,0.88,0.84,0.67,0.83,0.85
stemkit.csv,0.91,0.57,0.81,0.47,0.62,0.68,0.72,0.63,0.7,0.35,0.82,0.79,0.75,0.9,0.92,0.91,0.65,0.7,0.68,0.86
tcvp.csv,1.0,1.0,0.94,0.65,1.0,0.99,1.0,0.94,1.0,0.62,0.87,0.98,0.34,0.79,0.74,1.0,0.83,1.0,0.93,0.91
tktoolkit.csv,0.77,0.61,0.63,0.99,0.77,0.4,0.49,0.8,0.82,0.92,0.94,0.9,0.84,0.58,0.69,0.95,0.28,0.63,0.8,0.72
tycho.csv,0.56,0.35,0.38,1.0,0.86,0.75,0.88,0.75,0.9,0.71,0.59,0.59,0.89,0.61,0.33,0.29,0.58,0.7,0.54,0.61
xstore.csv,0.72,0.85,0.66,0.84,0.92,0.61,0.91,0.79,0.87,0.78,0.51,0.54,0.74,0.41,0.61,0.67,0.42,0.59,0.77,0.66
