,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.37,0.49,0.79,0.81,0.69,0.6,0.51,0.98,0.53,0.5,0.45,0.59,0.71,0.49,1.07,0.5,0.27,0.51,0.37,0.76
galaxium.csv,0.36,0.43,0.54,0.52,0.67,0.63,0.56,0.75,0.7,0.48,0.42,0.6,0.33,0.51,0.36,0.57,0.93,0.63,0.42,0.85
itext.csv,0.49,0.56,0.79,0.54,0.55,0.61,0.71,0.74,0.52,0.75,0.76,0.97,0.82,0.31,1.0,0.56,0.92,0.55,0.46,0.83
jahshakafx.csv,0.3,0.44,0.49,0.51,0.71,0.78,0.58,0.8,0.44,0.47,0.37,0.58,0.46,0.54,0.47,0.65,0.57,0.43,0.29,0.86
kolmafia.csv,0.48,0.58,0.93,0.9,0.59,0.76,0.7,0.81,0.65,1.0,0.64,0.72,0.67,0.47,0.4,0.85,0.83,0.38,0.46,0.87
mecat.csv,0.99,0.58,0.64,0.55,0.92,0.95,0.93,0.99,0.75,0.74,0.83,0.98,1.0,0.91,0.67,0.89,0.12,0.94,0.5,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.32,0.49,0.45,0.62,0.88,0.85,0.59,0.66,1.0,0.5,0.59,0.53,0.89,0.74,0.71,0.8,0.75,0.65,0.54,0.88
mptvseries.csv,0.46,0.49,0.49,0.54,0.67,0.82,0.55,0.84,0.45,0.56,0.44,0.6,0.44,0.79,0.4,0.75,0.48,0.83,0.29,0.83
novembre.csv,0.31,0.51,0.79,0.72,0.86,0.7,0.46,0.73,0.95,0.83,0.59,0.66,0.93,0.79,0.86,0.68,0.82,0.88,0.24,0.83
ns-3.csv,0.62,0.46,0.75,0.52,0.66,0.53,0.93,0.81,0.9,0.81,0.77,0.57,0.6,0.68,0.37,0.86,0.78,0.63,0.97,0.64
nullc.csv,0.77,1.0,1.0,1.0,0.35,0.61,0.54,0.86,0.5,0.54,0.35,0.96,0.65,0.88,1.0,0.67,0.75,0.75,0.29,0.74
pixel-commandos.csv,0.96,0.7,0.77,0.75,0.84,0.84,0.67,0.93,0.54,0.59,0.83,0.82,0.89,1.0,0.95,0.78,0.74,1.0,0.07,1.0
plee-the-bear.csv,0.36,0.61,0.31,0.84,0.73,0.68,0.68,0.76,0.75,0.66,0.73,0.66,0.69,0.67,0.49,0.66,0.9,0.66,0.65,0.7
quantlib.csv,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.86,1.0,0.8,1.0,0.86,1.01,1.0,1.0,1.0,1.0,0.49
reaper-ecad.csv,0.49,0.77,0.59,0.38,0.76,0.97,0.8,0.74,0.79,0.68,0.69,1.0,0.94,1.0,0.97,0.86,0.67,0.76,0.75,1.0
sbml.csv,0.51,0.47,0.62,0.65,0.59,0.61,0.88,0.64,0.68,0.34,0.82,0.69,0.58,0.71,0.37,0.63,0.79,0.44,0.73,0.55
smartgwt.csv,0.37,0.5,0.56,0.88,0.72,0.58,0.57,0.78,0.68,0.45,0.5,0.72,0.71,0.89,0.36,0.53,1.04,0.69,0.52,0.68
unladen-swallow.csv,0.82,0.6,0.52,0.92,0.86,0.68,0.68,0.84,0.84,0.8,0.8,0.56,0.62,0.56,0.89,0.74,1.04,0.56,0.61,0.77
vienna-add-in.csv,0.71,0.83,0.83,0.82,0.57,0.82,0.97,0.44,0.82,0.88,0.79,0.77,0.55,0.79,0.94,0.92,0.83,0.87,0.69,0.69
wow-qrsk.csv,0.89,0.61,0.55,0.53,0.84,0.87,1.0,0.82,0.47,0.91,0.29,0.61,0.55,0.71,0.79,0.81,0.51,0.61,1.01,1.0
