,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.64,0.31,0.13,0.25,0.48,0.64,0.52,0.6,0.56,0.78,0.45,0.47,0.37,0.66,0.16,0.72,0.27,0.64,0.19,0.33
galaxium.csv,0.64,0.34,0.16,0.35,0.51,0.55,0.5,0.65,0.41,0.77,0.48,0.52,0.66,0.63,0.6,0.62,0.1,0.72,0.17,0.19
itext.csv,0.63,0.29,0.13,0.34,0.63,0.71,0.46,0.73,0.6,0.83,0.34,0.47,0.44,0.79,0.38,0.75,0.1,0.72,0.16,0.34
jahshakafx.csv,0.7,0.35,0.18,0.32,0.45,0.36,0.45,0.52,0.65,0.75,0.54,0.53,0.54,0.6,0.5,0.59,0.12,0.7,0.24,0.17
kolmafia.csv,0.63,0.28,0.12,0.23,0.62,0.66,0.49,0.53,0.47,0.8,0.37,0.51,0.46,0.75,0.58,0.71,0.11,0.74,0.16,0.19
mecat.csv,0.02,0.32,0.32,0.4,0.15,0.09,0.12,0.02,0.36,0.41,0.28,0.04,0.0,0.16,0.46,0.2,0.46,0.12,0.5,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.67,0.35,0.2,0.29,0.21,0.26,0.44,0.55,0.0,0.66,0.47,0.5,0.18,0.4,0.37,0.33,0.09,0.49,0.17,0.17
mptvseries.csv,0.56,0.3,0.21,0.29,0.5,0.3,0.46,0.28,0.62,0.6,0.47,0.45,0.58,0.33,0.55,0.4,0.15,0.29,0.3,0.19
novembre.csv,0.69,0.31,0.1,0.2,0.24,0.47,0.55,0.49,0.1,0.62,0.35,0.42,0.12,0.35,0.19,0.49,0.08,0.54,0.27,0.19
ns-3.csv,0.54,0.32,0.11,0.39,0.71,0.74,0.45,0.48,0.28,0.61,0.3,0.5,0.53,0.71,0.64,0.57,0.09,0.72,0.07,0.33
nullc.csv,0.45,0.21,0.11,0.22,0.79,0.58,0.51,0.79,0.62,0.73,0.55,0.43,0.43,0.2,0.38,0.69,0.12,0.62,0.24,0.26
pixel-commandos.csv,0.07,0.2,0.11,0.18,0.28,0.27,0.43,0.14,0.58,0.58,0.23,0.25,0.17,0.0,0.08,0.35,0.09,0.0,0.57,0.0
plee-the-bear.csv,0.65,0.29,0.29,0.2,0.63,0.65,0.39,0.59,0.38,0.62,0.29,0.48,0.52,0.6,0.47,0.67,0.05,0.56,0.12,0.33
quantlib.csv,0.47,0.21,0.11,0.0,0.0,0.72,0.0,0.0,0.53,0.76,0.32,0.36,0.0,0.24,0.32,0.0,0.0,0.71,0.0,0.43
reaper-ecad.csv,0.59,0.26,0.28,0.42,0.39,0.06,0.33,0.41,0.35,0.48,0.44,0.0,0.11,0.0,0.06,0.24,0.4,0.37,0.33,0.0
sbml.csv,0.59,0.32,0.15,0.3,0.58,0.64,0.44,0.61,0.41,0.83,0.35,0.47,0.49,0.71,0.57,0.75,0.08,0.7,0.09,0.39
smartgwt.csv,0.65,0.29,0.16,0.16,0.52,0.66,0.48,0.62,0.56,0.77,0.42,0.37,0.37,0.26,0.58,0.74,0.0,0.6,0.15,0.32
unladen-swallow.csv,0.27,0.3,0.24,0.12,0.24,0.48,0.37,0.32,0.3,0.33,0.23,0.49,0.42,0.59,0.17,0.42,0.0,0.59,0.11,0.26
vienna-add-in.csv,0.45,0.18,0.07,0.15,0.64,0.37,0.07,0.75,0.27,0.52,0.21,0.47,0.52,0.33,0.36,0.76,0.06,0.45,0.08,0.29
wow-qrsk.csv,0.18,0.27,0.17,0.34,0.28,0.23,0.0,0.49,0.62,0.16,0.58,0.46,0.5,0.53,0.32,0.32,0.14,0.72,0.0,0.0
