,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.55,0.32,0.21,0.41,0.67,0.18,0.74,0.47
enlightenment.csv,0.79,0.37,0.23,0.67,0.69,0.15,0.79,0.81
ffigo.csv,0.6,0.26,0.15,0.0,0.0,0.0,0.81,0.0
ildjit.csv,0.6,0.6,0.17,0.33,0.54,0.0,0.37,0.42
jfreereport.csv,0.17,0.08,0.33,0.28,0.15,0.0,0.44,0.1
psycle.csv,0.73,0.25,0.3,0.72,0.71,0.21,0.53,0.71
wikipediardware.csv,0.66,0.24,0.23,0.7,0.65,0.17,0.65,0.87
wxjs.csv,0.1,0.0,0.06,0.0,0.0,0.47,0.0,0.0
