,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.83,0.46,0.5,0.65,0.45,0.35,0.48,0.59,0.43,0.41,0.48
emono.csv,0.45,0.51,0.34,0.47,0.52,0.47,0.48,0.55,0.5,0.43,0.57
haggle.csv,0.92,0.39,0.63,0.49,0.37,0.38,0.37,0.52,0.33,0.33,0.52
hannosset.csv,0.83,0.92,0.5,0.0,0.79,0.85,0.91,0.87,0.67,0.89,0.95
jas.csv,0.68,0.44,0.69,0.48,0.45,0.44,0.45,0.69,0.6,0.47,0.51
jgossipforum.csv,0.43,0.44,0.48,0.95,0.39,0.38,0.44,0.67,0.42,0.36,0.5
madman.csv,0.92,0.43,0.81,0.83,0.43,0.55,0.48,0.73,0.82,0.55,0.61
mediate.csv,0.54,0.46,0.47,0.51,0.64,0.39,0.57,0.69,0.41,0.39,0.59
ngl.csv,0.38,0.48,0.33,0.54,0.41,0.35,0.51,0.45,0.48,0.4,0.45
pustefix.csv,0.58,0.64,0.88,0.56,0.44,0.74,0.63,0.42,0.45,0.52,0.58
synecdoche.csv,0.45,0.75,0.45,0.57,0.41,0.64,0.59,0.5,0.47,0.52,0.43
