,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.51,0.43,0.29,0.26,0.67
n2cms.csv,0.65,0.3,0.22,0.26,0.63
nassp.csv,0.48,0.31,0.33,0.56,0.77
nug.csv,0.43,0.24,0.59,0.2,0.6
oorexx.csv,0.43,0.28,0.22,0.37,0.74
