,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.66,0.61,0.34,0.44,0.47
n2cms.csv,0.53,0.39,0.36,0.36,0.37
nassp.csv,0.9,0.81,0.5,0.5,0.69
nug.csv,0.4,0.76,0.68,0.5,0.4
oorexx.csv,0.82,0.4,0.34,0.43,0.44
