,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.34,0.72,0.56,0.51,0.4,0.56,0.5,0.76,0.47,0.79,0.73,0.56,0.69,0.73,0.42,0.38,0.56,0.48
bionote.csv,0.37,0.83,0.73,0.67,0.5,0.62,0.82,0.42,0.83,0.75,0.9,0.41,0.56,0.63,0.6,0.88,0.72,0.39
buddata-ebxml-registry.csv,0.39,0.48,0.53,0.3,0.38,0.35,0.4,0.44,0.42,0.37,0.46,0.35,0.38,0.42,0.36,0.32,0.34,0.37
bullet.csv,0.35,0.56,0.93,0.4,0.42,0.52,0.4,0.59,0.6,0.38,0.52,0.45,0.43,0.51,0.47,0.57,0.76,0.46
bulmages.csv,0.43,0.5,0.56,0.91,0.37,0.54,0.39,0.4,0.0,0.44,0.91,0.63,0.83,0.43,0.81,0.77,0.89,0.4
bwapi.csv,0.39,0.5,0.52,0.45,0.38,0.34,0.4,0.45,0.48,0.39,0.63,0.36,0.37,0.42,0.34,0.32,0.49,0.38
cubefs.csv,0.39,0.49,0.5,0.34,0.56,0.8,0.4,0.93,0.47,0.39,0.96,0.37,0.37,0.95,0.44,0.59,0.4,0.86
emisview.csv,0.0,0.88,0.63,0.53,0.0,0.89,0.0,0.0,0.83,0.5,0.0,0.73,0.72,0.0,0.9,0.86,0.62,0.0
java-gnome.csv,0.88,0.63,0.82,0.63,0.8,0.61,0.43,0.97,0.88,0.44,0.94,0.67,0.63,0.67,0.52,0.67,0.86,0.67
jgameai.csv,0.0,0.64,0.5,0.88,0.92,0.89,0.97,0.97,0.86,0.5,0.88,0.89,0.92,0.96,0.86,0.91,0.86,0.67
megasquirtavr.csv,0.39,0.52,0.65,0.36,0.5,0.75,0.45,0.38,0.41,0.38,0.6,0.45,0.43,0.93,0.43,0.64,0.46,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.3,0.89,0.48,0.87,0.38,0.67,0.57,0.41,0.47,0.38,0.9,0.45,0.54,0.44,0.65,0.57,0.93,0.39
mptvseries.csv,0.35,0.89,0.88,0.91,0.61,0.46,0.65,0.46,0.64,0.67,0.95,0.58,0.82,0.74,0.67,0.44,0.77,0.69
oorexx.csv,0.45,0.6,0.58,0.5,0.39,0.69,0.42,0.47,0.94,0.75,0.6,0.7,0.61,0.49,0.87,0.48,0.6,0.43
somap.csv,0.38,0.47,0.53,0.32,0.35,0.59,0.39,0.45,0.47,0.36,0.5,0.35,0.37,0.44,0.38,0.34,0.36,0.39
tktoolkit.csv,0.91,0.63,0.65,0.34,0.42,0.38,0.74,0.61,0.41,0.37,0.71,0.39,0.37,0.53,0.5,0.55,0.65,0.49
xharbour.csv,0.35,0.53,0.57,0.33,0.51,0.4,0.55,0.46,0.41,0.55,0.49,0.37,0.5,0.46,0.33,0.32,0.37,0.4
