,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.47,0.62,1.0,0.51,0.71,0.13,0.01,0.18,0.91,0.81,0.28,0.48,0.44,0.16,1.0,1.0,0.75,0.52
bionote.csv,0.21,0.08,0.07,0.06,0.24,0.19,0.2,0.29,0.06,0.06,0.0,0.48,0.15,0.24,0.5,0.0,0.5,0.72
buddata-ebxml-registry.csv,1.0,0.98,0.82,1.0,1.0,0.97,0.99,0.99,1.0,0.88,0.97,0.95,0.77,0.98,0.5,1.0,0.0,0.96
bullet.csv,0.26,0.71,0.11,0.87,0.24,0.39,0.74,0.57,0.38,0.75,0.89,0.55,0.77,0.68,0.5,0.0,0.25,0.6
bulmages.csv,0.11,0.02,0.73,0.13,0.43,0.26,0.62,0.4,0.0,0.44,0.0,0.22,0.1,0.41,0.17,0.0,0.0,0.76
bwapi.csv,1.0,0.76,0.79,0.47,1.0,1.0,0.99,0.95,0.82,0.75,0.22,0.98,0.98,0.98,1.0,1.0,1.0,1.0
cubefs.csv,1.0,0.98,0.0,0.87,0.29,0.32,1.0,0.16,0.38,0.81,0.28,0.75,0.87,0.11,0.33,0.0,0.5,0.2
emisview.csv,0.0,0.11,0.16,0.28,0.0,0.19,0.0,0.01,0.32,0.12,0.0,0.29,0.27,0.0,0.0,0.0,0.25,0.0
java-gnome.csv,0.05,0.56,0.49,0.34,0.24,0.39,0.66,0.39,0.03,0.12,0.14,0.32,0.27,0.25,0.17,0.0,0.25,0.36
jgameai.csv,0.0,0.4,0.01,0.08,0.24,0.19,0.15,0.36,0.0,0.0,0.33,0.05,0.21,0.16,0.0,0.0,0.0,0.08
megasquirtavr.csv,1.0,0.92,0.14,0.91,0.57,0.29,0.89,0.6,1.0,1.0,0.39,0.78,0.83,0.27,0.83,1.0,1.0,0.04
mp-rechnungs-und-kundenverwaltung.csv,0.37,0.1,0.45,0.21,0.43,0.06,0.23,0.28,0.41,0.5,0.03,0.31,0.33,0.27,0.17,0.0,0.25,0.44
mptvseries.csv,0.11,0.1,0.04,0.11,0.19,0.35,0.26,0.32,0.26,0.06,0.08,0.27,0.15,0.17,0.0,0.0,0.0,0.12
oorexx.csv,0.21,0.46,0.64,0.42,0.29,0.23,0.5,0.4,0.18,0.25,0.64,0.31,0.29,0.41,0.17,0.0,0.25,0.4
somap.csv,0.58,0.83,0.99,0.72,0.9,0.68,0.98,0.94,0.62,0.94,0.86,0.89,0.77,0.95,0.0,0.0,0.75,0.96
tktoolkit.csv,0.05,0.37,0.64,0.92,0.48,0.77,0.14,0.49,0.94,0.69,0.36,0.57,1.0,0.55,0.33,0.0,0.5,0.52
xharbour.csv,0.05,0.9,0.81,0.83,0.48,0.61,0.51,0.78,1.0,0.25,0.83,0.74,0.63,0.91,1.0,1.0,0.75,0.8
