,f1,g,recall,precision,pf,cdom,bellwether
3,0.46,0.545,0.53,0.495,0.48,4.0,ng4j.csv
9,0.75,0.73,0.57,0.49,0.48,9.0,nativeclient.csv
20,0.7,0.615,0.485,0.45,0.47,15.0,decidr.csv
38,0.66,0.525,0.43,0.45,0.46,19.0,heekscad.csv
1,0.99,0.995,0.99,0.6699999999999999,0.35,0.0,benojt.csv
2,1.0,0.69,0.38,0.675,0.97,0.0,emftriple.csv
37,0.575,0.6299999999999999,0.42999999999999994,0.5249999999999999,0.59,1.0,ivef-sdk.csv
