,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.42,0.81,1.0,0.01,0.66,0.89,0.64,0.96,0.87,0.18,0.85,0.8,0.34,0.71
autowikibrowser.csv,0.29,0.47,0.1,0.33,0.41,0.35,0.22,0.28,0.46,0.23,0.15,0.0,0.12,0.18
cities3d.csv,0.76,0.28,0.75,0.75,0.59,0.0,0.59,0.48,0.52,0.6,0.27,0.48,0.44,0.62
kmatplot.csv,0.0,0.05,0.35,0.26,0.34,0.12,0.12,0.27,0.23,0.19,0.27,0.31,0.03,0.34
libarchive.csv,0.48,0.37,0.15,0.42,0.22,0.53,0.39,0.31,0.38,0.35,0.67,0.46,0.16,0.0
lphant.csv,0.49,0.47,0.45,0.41,0.49,0.56,0.53,0.29,0.75,0.47,0.0,0.46,0.59,0.4
mob-sen-plat.csv,0.36,0.49,0.0,0.39,0.41,0.36,0.22,0.44,0.21,0.54,0.55,0.35,0.19,0.38
mscore.csv,0.53,0.58,0.15,0.64,0.61,0.26,0.44,0.0,0.57,0.44,0.48,0.35,0.66,0.32
pidgin.csv,0.5,0.65,0.35,0.65,0.73,0.44,0.03,0.34,0.49,0.49,0.61,0.43,0.38,0.32
quickfast.csv,0.54,0.6,0.45,0.53,0.49,0.65,0.81,0.78,0.62,0.57,0.85,0.76,0.0,0.82
raygina.csv,0.61,0.0,0.3,0.53,0.29,0.23,0.58,0.58,0.44,0.31,0.36,0.3,0.47,1.0
riff-evolve.csv,0.43,0.42,0.15,0.41,0.46,0.41,0.44,0.28,0.59,0.0,0.18,0.26,0.34,0.43
upp-mirror.csv,0.21,0.28,0.2,0.29,0.05,0.08,0.59,0.19,0.41,0.42,0.15,0.3,0.38,0.16
wishmaster.csv,0.35,0.09,0.3,0.22,0.27,0.15,0.0,0.27,0.0,0.38,0.06,0.28,0.16,0.13
