,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.38,0.54,0.71,0.95,0.76,0.15,0.77,0.69,0.35,0.45,0.57,0.61,0.7,0.53
autowikibrowser.csv,0.45,0.5,0.29,0.54,0.69,0.25,0.69,0.67,0.29,0.52,0.62,0.99,0.69,0.56
cities3d.csv,0.3,0.32,0.29,0.41,0.59,0.94,0.58,0.44,0.2,0.58,0.37,0.33,0.44,0.42
kmatplot.csv,0.96,0.26,0.49,0.28,0.47,0.22,0.42,0.29,0.07,0.42,0.32,0.23,0.4,0.38
libarchive.csv,0.38,0.66,0.43,0.52,0.66,0.2,0.73,0.63,0.32,0.57,0.51,0.62,0.49,0.97
lphant.csv,0.38,0.57,0.32,0.51,0.72,0.22,0.78,0.69,0.33,0.56,1.0,0.59,0.78,0.55
mob-sen-plat.csv,0.19,0.33,0.98,0.33,0.28,0.07,0.4,0.45,0.2,0.5,0.3,0.41,0.32,0.37
mscore.csv,0.33,0.61,0.69,0.51,0.69,0.3,0.77,0.99,0.25,0.6,0.45,0.44,0.61,0.61
pidgin.csv,0.41,0.44,0.4,0.54,0.62,0.21,0.98,0.66,0.34,0.57,0.53,0.6,0.7,0.63
quickfast.csv,0.36,0.6,0.5,0.53,0.69,0.16,0.79,0.66,0.27,0.54,0.59,0.67,1.0,0.53
raygina.csv,0.35,0.94,0.19,0.42,0.5,0.36,0.6,0.6,0.26,0.47,0.55,0.48,0.41,0.59
riff-evolve.csv,0.46,0.52,0.36,0.51,0.63,0.23,0.77,0.59,0.31,0.97,0.56,0.71,0.71,0.61
upp-mirror.csv,0.38,0.6,0.2,0.45,0.98,0.3,0.64,0.36,0.27,0.54,0.46,0.36,0.61,0.42
wishmaster.csv,0.1,0.13,0.34,0.2,0.3,0.27,0.0,0.29,0.96,0.33,0.29,0.24,0.07,0.1
