,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.64,0.51,0.0,0.94,0.67,0.36,0.63,0.17,0.43,0.39,0.45,0.52,0.66,0.55
autowikibrowser.csv,0.67,0.58,0.21,0.6,0.65,0.67,0.61,0.62,0.51,0.47,0.59,0.98,0.61,0.53
cities3d.csv,0.53,0.32,0.24,0.47,0.54,0.93,0.49,0.4,0.38,0.58,0.36,0.35,0.39,0.46
kmatplot.csv,0.94,0.19,0.42,0.27,0.42,0.31,0.32,0.23,0.09,0.36,0.31,0.21,0.3,0.39
libarchive.csv,0.67,0.76,0.34,0.6,0.59,0.66,0.65,0.57,0.52,0.56,0.56,0.66,0.41,0.95
lphant.csv,0.67,0.67,0.27,0.6,0.67,0.72,0.68,0.64,0.58,0.57,1.0,0.63,0.72,0.59
mob-sen-plat.csv,0.32,0.38,0.98,0.37,0.23,0.22,0.31,0.41,0.25,0.51,0.34,0.4,0.25,0.38
mscore.csv,0.61,0.72,0.62,0.61,0.62,0.69,0.7,0.98,0.48,0.61,0.5,0.44,0.54,0.64
pidgin.csv,0.73,0.52,0.34,0.64,0.51,0.65,0.98,0.61,0.61,0.58,0.59,0.64,0.67,0.67
quickfast.csv,0.65,0.71,0.44,0.64,0.64,0.58,0.51,0.51,0.52,0.54,0.46,0.61,1.0,0.47
raygina.csv,0.66,0.9,0.14,0.51,0.43,0.76,0.5,0.55,0.45,0.45,0.6,0.47,0.37,0.0
riff-evolve.csv,0.78,0.6,0.28,0.59,0.58,0.67,0.7,0.53,0.58,0.94,0.54,0.73,0.68,0.66
upp-mirror.csv,0.49,0.65,0.14,0.48,0.97,0.37,0.54,0.29,0.45,0.54,0.41,0.34,0.56,0.38
wishmaster.csv,0.17,0.1,0.28,0.19,0.23,0.46,0.0,0.23,0.94,0.3,0.21,0.21,0.05,0.07
