,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.26,0.39,0.59,0.98,0.67,0.08,0.76,0.57,0.21,0.65,0.42,0.47,0.74,0.42
autowikibrowser.csv,0.34,0.43,0.75,0.5,0.72,0.15,0.87,0.76,0.2,0.65,0.71,1.0,0.87,0.67
cities3d.csv,0.19,0.37,0.35,0.31,0.61,0.97,0.69,0.53,0.14,0.52,0.44,0.35,0.55,0.36
kmatplot.csv,1.0,0.67,0.65,0.34,0.63,0.18,0.85,0.52,0.07,0.62,0.4,0.32,0.92,0.42
libarchive.csv,0.26,0.56,0.77,0.45,0.8,0.11,0.81,0.73,0.23,0.6,0.41,0.55,0.77,1.0
lphant.csv,0.25,0.47,0.47,0.45,0.7,0.13,0.79,0.76,0.21,0.55,1.0,0.54,0.69,0.52
mob-sen-plat.csv,0.15,0.3,1.0,0.33,0.43,0.05,0.76,0.56,0.19,0.48,0.28,0.46,0.62,0.4
mscore.csv,0.22,0.47,0.86,0.39,0.65,0.2,0.81,1.0,0.17,0.58,0.41,0.49,0.59,0.58
pidgin.csv,0.27,0.35,0.59,0.41,0.58,0.13,0.99,0.72,0.23,0.54,0.43,0.56,0.73,0.6
quickfast.csv,0.24,0.46,0.61,0.42,0.69,0.09,0.73,0.59,0.17,0.5,0.43,0.51,1.0,0.4
raygina.csv,0.23,1.0,0.4,0.35,0.68,0.23,0.7,0.6,0.18,0.56,0.52,0.54,0.52,0.42
riff-evolve.csv,0.32,0.45,0.73,0.45,0.67,0.14,0.81,0.72,0.2,1.0,0.65,0.7,0.74,0.54
upp-mirror.csv,0.32,0.57,0.5,0.46,0.97,0.29,0.71,0.66,0.19,0.55,0.62,0.45,0.68,0.59
wishmaster.csv,0.08,0.33,0.57,0.29,0.54,0.2,0.0,0.52,1.0,0.42,0.67,0.35,0.29,0.25
