,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.49,0.4,0.37,0.64,0.37,0.37,0.39,0.43,0.39,0.81,0.38,0.42,0.43,0.48
autowikibrowser.csv,0.45,0.37,0.75,0.42,0.32,0.48,0.37,0.41,0.34,0.53,0.47,0.47,0.39,0.47
cities3d.csv,0.47,0.95,0.78,0.58,0.61,0.97,0.66,0.8,0.73,0.66,0.88,0.82,0.81,0.74
kmatplot.csv,0.89,0.83,0.7,0.92,0.79,0.98,0.67,0.9,0.87,0.94,0.8,0.96,0.85,0.78
libarchive.csv,0.48,0.42,0.69,0.51,0.47,0.43,0.39,0.47,0.47,0.54,0.38,0.43,0.55,0.57
lphant.csv,0.52,0.34,0.71,0.48,0.42,0.46,0.39,0.44,0.4,0.62,0.5,0.46,0.39,0.62
mob-sen-plat.csv,0.72,0.63,0.38,0.7,0.87,0.73,0.91,0.65,0.94,0.47,0.52,0.66,0.94,0.65
mscore.csv,0.47,0.4,0.5,0.44,0.36,0.58,0.39,0.46,0.36,0.42,0.44,0.54,0.39,0.51
pidgin.csv,0.42,0.4,0.76,0.41,0.35,0.5,0.39,0.48,0.38,0.42,0.37,0.4,0.39,0.53
quickfast.csv,0.49,0.35,0.52,0.44,0.36,0.41,0.38,0.44,0.41,0.43,0.35,0.35,0.38,0.46
raygina.csv,0.48,0.64,0.9,0.57,0.57,0.7,0.63,0.59,0.61,0.85,0.44,0.54,0.71,0.44
riff-evolve.csv,0.47,0.39,0.64,0.47,0.4,0.44,0.39,0.46,0.36,0.58,0.47,0.43,0.37,0.46
upp-mirror.csv,0.75,0.46,0.88,0.63,0.45,0.98,0.49,0.81,0.58,0.75,0.69,0.79,0.58,0.89
wishmaster.csv,0.92,0.83,0.93,1.0,0.96,0.99,0.0,0.98,0.92,0.98,0.83,0.96,0.86,0.92
