,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.38,0.54,0.59,0.39,0.44,0.58,0.61,0.47,0.43,0.8,0.45,0.9,0.44,0.38,0.41,0.53,0.59,0.44,0.45,0.42
encog-cs.csv,0.3,0.4,0.54,0.37,0.38,0.35,0.36,0.49,0.48,0.36,0.42,0.33,0.43,0.39,0.43,0.44,0.37,0.43,0.33,0.8
extprosys.csv,0.44,0.43,0.56,0.4,0.41,0.45,0.73,0.54,0.39,0.36,0.5,0.33,0.46,0.4,0.43,0.47,0.38,0.51,0.68,0.51
freewrl.csv,0.3,0.41,0.48,0.34,0.37,0.4,0.36,0.37,0.44,0.38,0.4,0.37,0.4,0.42,0.38,0.39,0.65,0.37,0.46,0.57
fulguro.csv,0.35,0.43,0.63,0.47,0.49,0.37,0.56,0.55,0.63,0.67,0.47,0.37,0.96,0.36,0.7,0.56,0.36,0.97,0.31,0.71
geotools.csv,0.37,0.41,0.45,0.36,0.38,0.34,0.35,0.38,0.33,0.39,0.39,0.39,0.34,0.5,0.37,0.4,0.42,0.46,0.3,0.41
ibatisdb.csv,0.88,0.61,0.73,0.61,0.53,0.61,0.73,0.68,0.58,0.44,0.73,0.75,0.85,0.75,0.97,0.55,0.5,0.86,0.45,0.88
intact.csv,0.47,0.43,0.58,0.38,0.47,0.5,0.59,0.46,0.48,0.62,0.61,0.83,0.53,0.4,0.43,0.53,0.71,0.41,0.69,0.87
japano.csv,0.39,0.45,0.55,0.38,0.41,0.38,0.38,0.54,0.37,0.54,0.45,0.34,0.47,0.34,0.41,0.51,0.61,0.51,0.48,0.48
miranda-icq.csv,0.64,0.44,0.6,0.5,0.45,0.61,0.67,0.47,0.38,0.59,0.69,0.88,0.42,0.5,0.39,0.62,0.56,0.43,0.56,0.41
ofbiz.csv,0.36,0.47,0.48,0.44,0.64,0.43,0.43,0.42,0.54,0.41,0.53,0.8,0.49,0.71,0.46,0.52,0.8,0.43,0.37,0.63
opennms.csv,0.54,0.46,0.83,0.92,0.63,0.86,0.44,0.67,0.96,0.95,0.74,0.55,0.92,0.39,0.57,0.67,0.0,0.73,0.0,0.92
papertoolkit.csv,0.46,0.58,0.96,0.71,0.95,0.89,0.83,0.88,0.81,0.93,0.67,0.86,0.79,0.88,0.71,0.88,0.45,0.85,0.9,0.67
rohxel.csv,0.71,0.59,0.61,0.86,0.94,0.89,0.41,0.67,0.87,0.91,0.67,0.5,0.82,0.8,0.92,0.94,0.71,0.98,0.5,0.48
roolo.csv,0.45,0.51,0.52,0.43,0.41,0.42,0.61,0.66,0.58,0.41,0.81,0.36,0.41,0.5,0.47,0.51,0.39,0.46,0.42,0.57
sevenupdate.csv,0.3,0.58,0.47,0.35,0.38,0.33,0.36,0.47,0.37,0.39,0.41,0.33,0.38,0.43,0.39,0.42,0.36,0.44,0.32,0.4
soar.csv,0.41,0.53,0.47,0.45,0.39,0.36,0.36,0.52,0.49,0.39,0.44,0.93,0.39,0.37,0.46,0.44,0.76,0.43,0.32,0.42
web-cat.csv,0.95,0.93,0.86,0.62,0.59,0.51,0.75,0.97,0.46,0.97,0.79,0.74,0.87,0.83,0.81,0.82,0.62,0.9,0.52,0.95
