,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.64,0.73,0.49,0.92,0.75
open-data-kit.csv,0.75,0.91,0.74,0.89,0.85
qtractor.csv,0.79,0.73,0.46,0.7,0.65
quarkplayer.csv,0.21,0.73,0.28,0.35,0.0
turbotrader-bos.csv,0.21,0.64,0.21,0.7,0.35
