,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.56,0.09,0.77,0.36,0.52
open-data-kit.csv,0.58,0.06,0.89,0.36,0.31
qtractor.csv,0.79,0.07,0.83,0.5,0.59
quarkplayer.csv,0.46,0.15,0.57,0.37,0.0
turbotrader-bos.csv,0.67,0.17,0.8,0.59,0.5
